SEQ	CLASS	Qmm	P	T	E
97	2071_2100	NA	17.644	30.621	5.392
98	2071_2100	NA	4.177	30.207	5.593
99	2071_2100	NA	46.314	33.324	6.213
100	2071_2100	NA	97.375	32.572	6.137
101	2071_2100	NA	155.020	31.821	4.714
102	2071_2100	NA	208.721	29.763	4.090
103	2071_2100	NA	30.278	29.869	4.047
104	2071_2100	NA	385.588	29.559	3.906
105	2071_2100	NA	393.392	29.125	3.752
106	2071_2100	NA	902.688	29.475	3.824
107	2071_2100	NA	213.191	29.341	4.168
108	2071_2100	NA	69.878	29.720	4.791
109	2071_2100	NA	13.487	30.088	5.392
110	2071_2100	NA	8.822	29.819	5.593
111	2071_2100	NA	71.904	33.093	6.213
112	2071_2100	NA	78.172	32.552	6.137
113	2071_2100	NA	216.010	32.024	4.714
114	2071_2100	NA	156.668	30.493	4.090
115	2071_2100	NA	200.595	31.107	4.047
116	2071_2100	NA	315.765	30.677	3.906
117	2071_2100	NA	366.873	29.419	3.752
118	2071_2100	NA	441.354	29.870	3.824
119	2071_2100	NA	232.645	30.347	4.168
120	2071_2100	NA	48.775	30.709	4.791
121	2071_2100	NA	13.664	31.057	5.392
122	2071_2100	NA	13.127	30.404	5.593
123	2071_2100	NA	8.563	33.503	6.213
124	2071_2100	NA	88.759	32.942	6.137
125	2071_2100	NA	204.463	31.812	4.714
126	2071_2100	NA	170.537	30.548	4.090
127	2071_2100	NA	22.793	31.372	4.047
128	2071_2100	NA	229.824	31.277	3.906
129	2071_2100	NA	509.115	30.314	3.752
130	2071_2100	NA	574.308	30.042	3.824
131	2071_2100	NA	148.885	30.359	4.168
132	2071_2100	NA	23.220	30.499	4.791
133	2071_2100	NA	28.016	30.600	5.392
134	2071_2100	NA	5.249	30.200	5.593
135	2071_2100	NA	9.313	33.017	6.213
136	2071_2100	NA	58.835	32.809	6.137
137	2071_2100	NA	229.817	31.585	4.714
138	2071_2100	NA	124.211	30.366	4.090
139	2071_2100	NA	22.524	30.744	4.047
140	2071_2100	NA	143.322	30.839	3.906
141	2071_2100	NA	229.827	30.648	3.752
142	2071_2100	NA	289.708	29.296	3.824
143	2071_2100	NA	251.105	29.190	4.168
144	2071_2100	NA	70.158	29.819	4.791
145	2071_2100	NA	3.289	29.791	5.392
146	2071_2100	NA	6.130	29.652	5.593
147	2071_2100	NA	13.470	33.109	6.213
148	2071_2100	NA	61.500	32.987	6.137
149	2071_2100	NA	210.902	31.150	4.714
150	2071_2100	NA	371.968	30.018	4.090
151	2071_2100	NA	184.473	30.714	4.047
152	2071_2100	NA	391.628	30.498	3.906
153	2071_2100	NA	410.570	29.603	3.752
154	2071_2100	NA	512.743	29.523	3.824
155	2071_2100	NA	208.763	29.231	4.168
156	2071_2100	NA	30.608	30.242	4.791
157	2071_2100	NA	12.565	29.998	5.392
158	2071_2100	NA	7.102	29.999	5.593
159	2071_2100	NA	18.497	33.222	6.213
160	2071_2100	NA	40.016	33.383	6.137
161	2071_2100	NA	262.911	32.209	4.714
162	2071_2100	NA	250.520	31.009	4.090
163	2071_2100	NA	65.091	31.572	4.047
164	2071_2100	NA	196.470	30.746	3.906
165	2071_2100	NA	469.555	30.165	3.752
166	2071_2100	NA	373.612	29.303	3.824
167	2071_2100	NA	140.454	29.753	4.168
168	2071_2100	NA	37.672	30.214	4.791
169	2071_2100	NA	4.652	30.264	5.392
170	2071_2100	NA	4.513	30.110	5.593
171	2071_2100	NA	11.148	33.036	6.213
172	2071_2100	NA	25.389	32.796	6.137
173	2071_2100	NA	190.233	31.718	4.714
174	2071_2100	NA	161.232	30.957	4.090
175	2071_2100	NA	118.261	31.341	4.047
176	2071_2100	NA	229.230	30.729	3.906
177	2071_2100	NA	397.919	29.855	3.752
178	2071_2100	NA	444.766	29.037	3.824
179	2071_2100	NA	447.681	29.344	4.168
180	2071_2100	NA	42.170	29.764	4.791
181	2071_2100	NA	4.595	29.808	5.392
182	2071_2100	NA	5.570	29.526	5.593
183	2071_2100	NA	11.995	32.494	6.213
184	2071_2100	NA	58.137	32.768	6.137
185	2071_2100	NA	129.380	31.240	4.714
186	2071_2100	NA	301.665	30.358	4.090
187	2071_2100	NA	36.196	30.772	4.047
188	2071_2100	NA	96.853	30.250	3.906
189	2071_2100	NA	159.192	30.360	3.752
190	2071_2100	NA	418.567	29.257	3.824
191	2071_2100	NA	208.525	30.001	4.168
192	2071_2100	NA	31.367	30.450	4.791
193	2071_2100	NA	0.749	30.123	5.392
194	2071_2100	NA	1.779	29.354	5.593
195	2071_2100	NA	7.549	32.865	6.213
196	2071_2100	NA	42.619	32.417	6.137
197	2071_2100	NA	122.257	32.086	4.714
198	2071_2100	NA	137.641	31.075	4.090
199	2071_2100	NA	59.042	31.565	4.047
200	2071_2100	NA	180.929	31.473	3.906
201	2071_2100	NA	334.379	31.235	3.752
202	2071_2100	NA	397.034	30.838	3.824
203	2071_2100	NA	202.056	31.373	4.168
204	2071_2100	NA	28.913	31.219	4.791
205	2071_2100	NA	2.234	30.968	5.392
206	2071_2100	NA	4.965	30.802	5.593
207	2071_2100	NA	30.189	33.938	6.213
208	2071_2100	NA	47.130	33.473	6.137
209	2071_2100	NA	363.827	32.158	4.714
210	2071_2100	NA	115.139	31.819	4.090
211	2071_2100	NA	145.312	32.185	4.047
212	2071_2100	NA	214.762	31.960	3.906
213	2071_2100	NA	348.865	30.980	3.752
214	2071_2100	NA	433.654	30.038	3.824
215	2071_2100	NA	142.415	30.309	4.168
216	2071_2100	NA	65.995	30.591	4.791
217	2071_2100	NA	1.481	30.744	5.392
218	2071_2100	NA	3.829	29.826	5.593
219	2071_2100	NA	7.207	33.434	6.213
220	2071_2100	NA	192.144	33.523	6.137
221	2071_2100	NA	165.065	32.996	4.714
222	2071_2100	NA	189.869	31.579	4.090
223	2071_2100	NA	88.200	31.798	4.047
224	2071_2100	NA	222.434	31.028	3.906
225	2071_2100	NA	462.458	30.372	3.752
226	2071_2100	NA	447.402	29.768	3.824
227	2071_2100	NA	165.449	30.182	4.168
228	2071_2100	NA	58.697	30.281	4.791
229	2071_2100	NA	2.328	30.038	5.392
230	2071_2100	NA	8.058	29.625	5.593
231	2071_2100	NA	7.761	32.918	6.213
232	2071_2100	NA	51.740	32.991	6.137
233	2071_2100	NA	169.399	31.887	4.714
234	2071_2100	NA	131.072	30.938	4.090
235	2071_2100	NA	175.748	31.575	4.047
236	2071_2100	NA	156.439	31.357	3.906
237	2071_2100	NA	342.728	30.614	3.752
238	2071_2100	NA	604.800	30.687	3.824
239	2071_2100	NA	285.911	29.858	4.168
240	2071_2100	NA	26.421	30.835	4.791
241	2071_2100	NA	3.488	30.687	5.392
242	2071_2100	NA	3.107	30.705	5.593
243	2071_2100	NA	28.920	33.434	6.213
244	2071_2100	NA	77.357	33.324	6.137
245	2071_2100	NA	387.851	32.574	4.714
246	2071_2100	NA	376.068	31.579	4.090
247	2071_2100	NA	130.225	31.558	4.047
248	2071_2100	NA	304.732	31.833	3.906
249	2071_2100	NA	293.099	31.051	3.752
250	2071_2100	NA	452.401	29.866	3.824
251	2071_2100	NA	210.985	29.407	4.168
252	2071_2100	NA	61.414	30.470	4.791
253	2071_2100	NA	19.031	31.134	5.392
254	2071_2100	NA	4.379	30.578	5.593
255	2071_2100	NA	20.803	33.814	6.213
256	2071_2100	NA	62.397	32.962	6.137
257	2071_2100	NA	440.476	32.341	4.714
258	2071_2100	NA	161.857	31.852	4.090
259	2071_2100	NA	40.900	32.238	4.047
260	2071_2100	NA	21.877	31.375	3.906
261	2071_2100	NA	263.157	31.208	3.752
262	2071_2100	NA	279.245	30.166	3.824
263	2071_2100	NA	126.184	30.341	4.168
264	2071_2100	NA	33.918	30.936	4.791
265	2071_2100	NA	2.826	31.353	5.392
266	2071_2100	NA	28.428	30.678	5.593
267	2071_2100	NA	29.489	34.028	6.213
268	2071_2100	NA	41.781	33.895	6.137
269	2071_2100	NA	74.221	32.828	4.714
270	2071_2100	NA	175.182	31.891	4.090
271	2071_2100	NA	107.287	32.287	4.047
272	2071_2100	NA	176.343	31.818	3.906
273	2071_2100	NA	326.430	30.704	3.752
274	2071_2100	NA	443.035	30.067	3.824
275	2071_2100	NA	290.323	30.520	4.168
276	2071_2100	NA	82.144	30.811	4.791
277	2071_2100	NA	2.960	31.150	5.392
278	2071_2100	NA	25.148	30.911	5.593
279	2071_2100	NA	25.280	33.730	6.213
280	2071_2100	NA	67.015	32.988	6.137
281	2071_2100	NA	157.645	31.971	4.714
282	2071_2100	NA	192.020	31.087	4.090
283	2071_2100	NA	243.933	31.051	4.047
284	2071_2100	NA	166.146	30.947	3.906
285	2071_2100	NA	386.617	30.209	3.752
286	2071_2100	NA	351.042	29.982	3.824
287	2071_2100	NA	173.036	29.860	4.168
288	2071_2100	NA	27.343	30.101	4.791
289	2071_2100	NA	1.978	30.520	5.392
290	2071_2100	NA	4.080	30.170	5.593
291	2071_2100	NA	6.774	33.437	6.213
292	2071_2100	NA	103.105	33.058	6.137
293	2071_2100	NA	117.854	31.917	4.714
294	2071_2100	NA	205.834	31.243	4.090
295	2071_2100	NA	113.150	31.359	4.047
296	2071_2100	NA	174.937	30.896	3.906
297	2071_2100	NA	222.641	30.225	3.752
298	2071_2100	NA	427.796	29.663	3.824
299	2071_2100	NA	197.203	30.034	4.168
300	2071_2100	NA	26.651	30.408	4.791
301	2071_2100	NA	8.014	30.431	5.392
302	2071_2100	NA	4.551	30.333	5.593
303	2071_2100	NA	14.520	33.476	6.213
304	2071_2100	NA	34.900	33.276	6.137
305	2071_2100	NA	270.395	32.275	4.714
306	2071_2100	NA	223.489	31.499	4.090
307	2071_2100	NA	21.439	31.568	4.047
308	2071_2100	NA	159.718	31.139	3.906
309	2071_2100	NA	207.450	30.607	3.752
310	2071_2100	NA	416.205	29.572	3.824
311	2071_2100	NA	130.334	30.490	4.168
312	2071_2100	NA	32.330	30.527	4.791
313	2071_2100	NA	0.241	30.556	5.392
314	2071_2100	NA	0.992	30.382	5.593
315	2071_2100	NA	18.215	33.650	6.213
316	2071_2100	NA	71.912	32.838	6.137
317	2071_2100	NA	160.934	32.625	4.714
318	2071_2100	NA	142.883	31.523	4.090
319	2071_2100	NA	316.507	31.959	4.047
320	2071_2100	NA	109.070	31.775	3.906
321	2071_2100	NA	313.995	31.447	3.752
322	2071_2100	NA	325.064	30.506	3.824
323	2071_2100	NA	103.317	30.282	4.168
324	2071_2100	NA	25.576	30.629	4.791
325	2071_2100	NA	1.860	31.186	5.392
326	2071_2100	NA	2.424	30.374	5.593
327	2071_2100	NA	12.280	33.511	6.213
328	2071_2100	NA	23.260	32.996	6.137
329	2071_2100	NA	256.100	32.090	4.714
330	2071_2100	NA	397.837	32.115	4.090
331	2071_2100	NA	93.097	32.688	4.047
332	2071_2100	NA	565.016	32.381	3.906
333	2071_2100	NA	632.636	31.262	3.752
334	2071_2100	NA	550.856	30.165	3.824
335	2071_2100	NA	153.098	30.389	4.168
336	2071_2100	NA	21.884	30.705	4.791
337	2071_2100	NA	0.160	31.163	5.392
338	2071_2100	NA	1.341	30.771	5.593
339	2071_2100	NA	6.629	33.997	6.213
340	2071_2100	NA	14.194	33.065	6.137
341	2071_2100	NA	75.413	32.092	4.714
342	2071_2100	NA	333.313	30.915	4.090
343	2071_2100	NA	247.472	31.104	4.047
344	2071_2100	NA	350.163	30.515	3.906
345	2071_2100	NA	361.522	29.929	3.752
346	2071_2100	NA	374.917	29.825	3.824
347	2071_2100	NA	270.832	29.871	4.168
348	2071_2100	NA	42.265	29.894	4.791
349	2071_2100	NA	2.187	30.147	5.392
350	2071_2100	NA	0.696	29.702	5.593
351	2071_2100	NA	11.581	33.336	6.213
352	2071_2100	NA	52.750	32.068	6.137
353	2071_2100	NA	156.633	31.051	4.714
354	2071_2100	NA	98.043	30.182	4.090
355	2071_2100	NA	116.244	30.589	4.047
356	2071_2100	NA	198.658	30.228	3.906
357	2071_2100	NA	280.501	28.974	3.752
358	2071_2100	NA	467.286	29.323	3.824
359	2071_2100	NA	250.932	29.775	4.168
360	2071_2100	NA	33.743	30.461	4.791
