SEQ	CLASS	Qmm	P	T	E
232	1961_1990	1.923944468	41.54461211	29.03300318	5.551989079
233	1961_1990	45.09040223	205.1628587	27.74737231	4.509092331
234	1961_1990	64.34	205.6831784	26.42422642	3.962051868
235	1961_1990	142.0040494	273.7550912	26.75737848	4.095198154
236	1961_1990	106.3433503	220.4362987	26.58835163	4.191273689
237	1961_1990	278.6220814	390.6734777	25.96156714	4.01298666
238	1961_1990	325.696772	505.9285401	25.82430451	3.884227991
239	1961_1990	166.4497635	215.1696214	26.0756148	4.020458221
240	1961_1990	27.5463654	9.543882768	26.36722437	4.649784565
241	1961_1990	13.28015989	5.797187799	26.65737524	5.166289806
242	1961_1990	5.776969058	3.185875685	26.25981128	5.474077225
243	1961_1990	2.595431259	24.86130847	29.47879801	5.746303558
244	1961_1990	2.82846157	67.16128919	29.03300318	5.551989079
245	1961_1990	185.1753218	423.6148593	27.74737231	4.509092331
246	1961_1990	127.9066785	450.6789551	26.42422642	3.962051868
247	1961_1990	43.1940619	228.2324706	26.75737848	4.095198154
248	1961_1990	21.68850979	368.729499	26.58835163	4.191273689
249	1961_1990	48.52551295	341.044019	25.96156714	4.01298666
250	1961_1990	96.47968437	353.5296709	25.82430451	3.884227991
251	1961_1990	40.47216516	140.2440742	26.0756148	4.020458221
252	1961_1990	13.10683156	44.53644907	26.36722437	4.649784565
253	1961_1990	7.270481505	21.3395619	26.65737524	5.166289806
254	1961_1990	4.8805	4.457656392	26.25981128	5.474077225
255	1961_1990	2.7214	16.74454168	29.47879801	5.746303558
256	1961_1990	2.5952	52.20119842	29.03300318	5.551989079
257	1961_1990	NA	476.2401841	27.74737231	4.509092331
258	1961_1990	NA	236.4679968	26.42422642	3.962051868
259	1961_1990	NA	138.9067649	26.75737848	4.095198154
260	1961_1990	NA	85.874359	26.58835163	4.191273689
261	1961_1990	NA	311.1027012	25.96156714	4.01298666
262	1961_1990	NA	180.3737214	25.82430451	3.884227991
263	1961_1990	NA	55.44297732	26.0756148	4.020458221
264	1961_1990	NA	17.04022921	26.36722437	4.649784565
265	1961_1990	NA	5.134525279	26.65737524	5.166289806
266	1961_1990	NA	28.50643186	26.25981128	5.474077225
267	1961_1990	NA	25.43045759	29.47879801	5.746303558
268	1961_1990	NA	31.58547965	29.03300318	5.551989079
269	1961_1990	NA	109.9852117	27.74737231	4.509092331
270	1961_1990	NA	249.7936068	26.42422642	3.962051868
271	1961_1990	NA	205.2941687	26.75737848	4.095198154
272	1961_1990	NA	240.339624	26.58835163	4.191273689
273	1961_1990	NA	374.3755564	25.96156714	4.01298666
274	1961_1990	NA	344.1636717	25.82430451	3.884227991
275	1961_1990	NA	219.5820662	26.0756148	4.020458221
276	1961_1990	NA	65.26710549	26.36722437	4.649784565
277	1961_1990	NA	5.268688408	26.65737524	5.166289806
278	1961_1990	NA	25.22630524	26.25981128	5.474077225
279	1961_1990	NA	21.22169524	29.47879801	5.746303558
280	1961_1990	NA	56.81931027	29.03300318	5.551989079
281	1961_1990	NA	193.4085128	27.74737231	4.509092331
