SEQ	CLASS	Qmm	P	T	E
89	2011_2040	NA	440.366	28.3959157	4.603
90	2011_2040	NA	417.757	27.17066881	4.160
91	2011_2040	NA	264.165	27.48361944	4.278
92	2011_2040	NA	230.416	27.23284187	4.421
93	2011_2040	NA	333.126	26.56007005	4.188
94	2011_2040	NA	422.008	26.4936363	3.796
95	2011_2040	NA	244.602	26.64006976	3.893
96	2011_2040	NA	65.626	27.51020503	4.716
97	2011_2040	NA	18.980	27.75851421	5.631
98	2011_2040	NA	5.812	27.56553151	5.746
99	2011_2040	NA	44.826	30.59271873	5.961
100	2011_2040	NA	96.597	30.03427607	5.847
101	2011_2040	NA	219.424	28.64296726	4.603
102	2011_2040	NA	317.101	27.23022529	4.160
103	2011_2040	NA	158.021	27.34048966	4.278
104	2011_2040	NA	477.732	27.14271433	4.421
105	2011_2040	NA	461.127	27.06818725	4.188
106	2011_2040	NA	846.918	26.7173772	3.796
107	2011_2040	NA	164.449	27.12979403	3.893
108	2011_2040	NA	70.530	27.74178719	4.716
109	2011_2040	NA	14.823	27.67355762	5.631
110	2011_2040	NA	10.458	27.09230759	5.746
111	2011_2040	NA	70.416	30.77292029	5.961
112	2011_2040	NA	77.394	30.20222279	5.847
113	2011_2040	NA	280.414	29.50178982	4.603
114	2011_2040	NA	265.047	28.07992582	4.160
115	2011_2040	NA	328.338	28.18932318	4.278
116	2011_2040	NA	407.909	27.94575831	4.421
117	2011_2040	NA	434.608	26.90698287	4.188
118	2011_2040	NA	385.583	27.24821196	3.796
119	2011_2040	NA	183.903	27.54668053	3.893
120	2011_2040	NA	49.426	27.82101057	4.716
121	2011_2040	NA	14.999	28.07569896	5.631
122	2011_2040	NA	14.763	27.74753276	5.746
123	2011_2040	NA	7.075	30.84737425	5.961
124	2011_2040	NA	87.981	30.24616098	5.847
125	2011_2040	NA	268.867	28.44194066	4.603
126	2011_2040	NA	278.916	27.794753	4.160
127	2011_2040	NA	150.536	28.60167672	4.278
128	2011_2040	NA	321.968	28.49981112	4.421
129	2011_2040	NA	576.850	27.36614668	4.188
130	2011_2040	NA	518.537	27.34823417	3.796
131	2011_2040	NA	100.142	27.78560696	3.893
132	2011_2040	NA	23.872	28.27413567	4.716
133	2011_2040	NA	29.351	28.17581208	5.631
134	2011_2040	NA	6.885	28.08034971	5.746
135	2011_2040	NA	7.825	31.32865982	5.961
136	2011_2040	NA	58.057	30.43540953	5.847
137	2011_2040	NA	294.221	28.99534836	4.603
138	2011_2040	NA	232.590	27.65639046	4.160
139	2011_2040	NA	150.268	27.99536736	4.278
140	2011_2040	NA	235.466	28.07650674	4.421
141	2011_2040	NA	297.561	27.73043609	4.188
142	2011_2040	NA	233.938	26.94217481	3.796
143	2011_2040	NA	202.363	27.09642272	3.893
144	2011_2040	NA	70.810	27.66702419	4.716
145	2011_2040	NA	4.625	28.12736006	5.631
146	2011_2040	NA	7.766	27.45290884	5.746
147	2011_2040	NA	11.982	30.72717493	5.961
148	2011_2040	NA	60.722	30.40039397	5.847
149	2011_2040	NA	275.306	28.62524473	4.603
150	2011_2040	NA	480.348	26.94323294	4.160
151	2011_2040	NA	312.216	27.7084508	4.278
152	2011_2040	NA	483.772	27.49419908	4.421
153	2011_2040	NA	478.304	26.7588077	4.188
154	2011_2040	NA	456.973	26.47883291	3.796
155	2011_2040	NA	160.021	27.02961208	3.893
156	2011_2040	NA	31.260	27.36254984	4.716
157	2011_2040	NA	13.900	27.15189594	5.631
158	2011_2040	NA	8.738	27.13540833	5.746
159	2011_2040	NA	17.009	30.60969723	5.961
160	2011_2040	NA	39.237	30.50980137	5.847
161	2011_2040	NA	327.315	29.37975728	4.603
162	2011_2040	NA	358.900	27.70012686	4.160
163	2011_2040	NA	192.835	27.75278197	4.278
164	2011_2040	NA	288.614	27.20795149	4.421
165	2011_2040	NA	537.290	26.6878259	4.188
166	2011_2040	NA	317.842	26.33722429	3.796
167	2011_2040	NA	91.712	26.63133579	3.893
168	2011_2040	NA	38.324	27.27070035	4.716
169	2011_2040	NA	5.987	27.41735261	5.631
170	2011_2040	NA	6.149	27.09796526	5.746
171	2011_2040	NA	9.660	30.0208891	5.961
172	2011_2040	NA	24.611	29.70675021	5.847
173	2011_2040	NA	254.637	28.25798179	4.603
174	2011_2040	NA	269.611	27.04772737	4.160
175	2011_2040	NA	246.005	27.45243399	4.278
176	2011_2040	NA	321.373	26.81238798	4.421
177	2011_2040	NA	465.654	25.9799123	4.188
178	2011_2040	NA	388.996	25.86046641	3.796
179	2011_2040	NA	398.939	26.2043629	3.893
180	2011_2040	NA	42.822	26.54729661	4.716
181	2011_2040	NA	5.931	26.9652399	5.631
182	2011_2040	NA	7.205	26.45418104	5.746
183	2011_2040	NA	10.507	29.49886494	5.961
184	2011_2040	NA	57.359	28.92578217	5.847
185	2011_2040	NA	193.784	27.39808202	4.603
186	2011_2040	NA	410.044	26.40821273	4.160
187	2011_2040	NA	163.939	26.83024254	4.278
188	2011_2040	NA	188.997	26.78495189	4.421
189	2011_2040	NA	226.927	26.43100234	4.188
190	2011_2040	NA	362.796	26.06587454	3.796
191	2011_2040	NA	159.783	26.84586159	3.893
192	2011_2040	NA	32.018	27.02320328	4.716
193	2011_2040	NA	2.084	27.02959748	5.631
194	2011_2040	NA	3.415	26.58395005	5.746
195	2011_2040	NA	6.061	30.02358761	5.961
196	2011_2040	NA	41.841	29.71717448	5.847
197	2011_2040	NA	186.661	28.08660561	4.603
198	2011_2040	NA	246.020	27.19707102	4.160
199	2011_2040	NA	186.786	27.97704958	4.278
200	2011_2040	NA	273.072	27.87263103	4.421
201	2011_2040	NA	402.114	27.4111635	4.188
202	2011_2040	NA	341.263	27.34481773	3.796
203	2011_2040	NA	153.314	27.29126926	3.893
204	2011_2040	NA	29.565	27.74902546	4.716
205	2011_2040	NA	3.570	27.94449719	5.631
206	2011_2040	NA	6.601	27.94276054	5.746
207	2011_2040	NA	28.701	31.13162901	5.961
208	2011_2040	NA	46.352	30.52547568	5.847
209	2011_2040	NA	428.231	29.25256795	4.603
210	2011_2040	NA	223.518	28.48236542	4.160
211	2011_2040	NA	273.055	28.73549696	4.278
212	2011_2040	NA	306.906	28.76363895	4.421
213	2011_2040	NA	416.599	28.25463918	4.188
214	2011_2040	NA	377.884	27.6838665	3.796
215	2011_2040	NA	93.672	27.517888	3.893
216	2011_2040	NA	66.647	27.96851972	4.716
217	2011_2040	NA	2.817	27.96806181	5.631
218	2011_2040	NA	5.465	27.60538384	5.746
219	2011_2040	NA	5.719	31.17308396	5.961
220	2011_2040	NA	191.366	30.27963603	5.847
221	2011_2040	NA	229.469	29.33903776	4.603
222	2011_2040	NA	298.249	27.3388633	4.160
223	2011_2040	NA	215.944	27.87829362	4.278
224	2011_2040	NA	314.578	27.25026302	4.421
225	2011_2040	NA	530.193	26.71306484	4.188
226	2011_2040	NA	391.631	26.37396927	3.796
227	2011_2040	NA	116.707	27.03968676	3.893
228	2011_2040	NA	59.349	27.25635756	4.716
229	2011_2040	NA	3.663	27.5118156	5.631
230	2011_2040	NA	9.694	26.89584978	5.746
231	2011_2040	NA	6.273	30.38142194	5.961
232	2011_2040	NA	50.962	30.10370255	5.847
233	2011_2040	NA	233.803	28.71748514	4.603
234	2011_2040	NA	239.452	27.52401054	4.160
235	2011_2040	NA	303.492	27.81109923	4.278
236	2011_2040	NA	248.583	27.58959078	4.421
237	2011_2040	NA	410.463	26.33608066	4.188
238	2011_2040	NA	549.030	27.12286818	3.796
239	2011_2040	NA	237.169	27.04986775	3.893
240	2011_2040	NA	27.073	27.55584777	4.716
241	2011_2040	NA	4.824	27.78972846	5.631
242	2011_2040	NA	4.743	27.58868528	5.746
243	2011_2040	NA	27.432	30.87529507	5.961
244	2011_2040	NA	76.579	30.32784441	5.847
245	2011_2040	NA	452.255	29.10998222	4.603
246	2011_2040	NA	484.447	28.13485109	4.160
247	2011_2040	NA	257.969	28.30690864	4.278
248	2011_2040	NA	396.876	28.06515471	4.421
249	2011_2040	NA	360.834	27.02847095	4.188
250	2011_2040	NA	396.631	27.16922155	3.796
251	2011_2040	NA	162.243	27.09536708	3.893
252	2011_2040	NA	62.065	27.66076246	4.716
253	2011_2040	NA	20.366	28.05257719	5.631
254	2011_2040	NA	6.015	27.69769153	5.746
255	2011_2040	NA	19.315	31.19065929	5.961
256	2011_2040	NA	61.618	30.53431354	5.847
257	2011_2040	NA	504.880	29.59902915	4.603
258	2011_2040	NA	270.236	28.06138016	4.160
259	2011_2040	NA	168.643	28.40435548	4.278
260	2011_2040	NA	114.021	28.17007652	4.421
261	2011_2040	NA	330.892	27.69471005	4.188
262	2011_2040	NA	223.475	27.03511412	3.796
263	2011_2040	NA	77.442	27.35533838	3.893
264	2011_2040	NA	34.569	27.34156877	4.716
265	2011_2040	NA	4.161	27.79405054	5.631
266	2011_2040	NA	30.064	27.68911521	5.746
267	2011_2040	NA	28.001	30.98218909	5.961
268	2011_2040	NA	41.003	31.1891481	5.847
269	2011_2040	NA	138.625	28.93994233	4.603
270	2011_2040	NA	283.562	27.99562902	4.160
271	2011_2040	NA	235.031	28.23559516	4.278
272	2011_2040	NA	268.486	27.96431516	4.421
273	2011_2040	NA	394.165	27.51183355	4.188
274	2011_2040	NA	387.265	27.18008403	3.796
275	2011_2040	NA	241.581	27.10940752	3.893
276	2011_2040	NA	82.796	27.46096973	4.716
277	2011_2040	NA	4.295	27.73026422	5.631
278	2011_2040	NA	26.784	27.6366313	5.746
279	2011_2040	NA	23.792	30.98440952	5.961
280	2011_2040	NA	66.237	30.30038191	5.847
281	2011_2040	NA	222.049	28.84291222	4.603
282	2011_2040	NA	300.400	27.51788035	4.160
283	2011_2040	NA	371.677	27.95523616	4.278
284	2011_2040	NA	258.289	27.8181161	4.421
285	2011_2040	NA	454.352	27.24114131	4.188
286	2011_2040	NA	295.272	27.35484211	3.796
287	2011_2040	NA	124.294	27.32024522	3.893
288	2011_2040	NA	27.995	27.52001402	4.716
289	2011_2040	NA	3.313	27.73521881	5.631
290	2011_2040	NA	5.716	27.5837948	5.746
291	2011_2040	NA	5.286	30.97042447	5.961
292	2011_2040	NA	102.327	30.57423427	5.847
293	2011_2040	NA	182.258	29.22871684	4.603
294	2011_2040	NA	314.213	28.26373791	4.160
295	2011_2040	NA	240.893	28.77409693	4.278
296	2011_2040	NA	267.081	28.13366373	4.421
297	2011_2040	NA	290.376	27.73502108	4.188
298	2011_2040	NA	372.026	27.09527639	3.796
299	2011_2040	NA	148.461	27.29083952	3.893
300	2011_2040	NA	27.302	27.85509044	4.716
301	2011_2040	NA	9.350	28.09993508	5.631
302	2011_2040	NA	6.186	27.76831891	5.746
303	2011_2040	NA	13.032	30.68617584	5.961
304	2011_2040	NA	34.122	30.42585639	5.847
305	2011_2040	NA	334.798	29.29483403	4.603
306	2011_2040	NA	331.868	27.77492744	4.160
307	2011_2040	NA	149.182	27.50857098	4.278
308	2011_2040	NA	251.861	27.58816372	4.421
309	2011_2040	NA	275.185	27.0769728	4.188
310	2011_2040	NA	360.435	26.09792974	3.796
311	2011_2040	NA	81.591	26.41603801	3.893
312	2011_2040	NA	32.981	27.04092204	4.716
313	2011_2040	NA	1.577	27.34004119	5.631
314	2011_2040	NA	2.627	27.15192643	5.746
315	2011_2040	NA	16.727	30.56881959	5.961
316	2011_2040	NA	71.134	29.64443954	5.847
317	2011_2040	NA	225.338	28.88512303	4.603
318	2011_2040	NA	251.262	26.98012346	4.160
319	2011_2040	NA	444.251	27.92190889	4.278
320	2011_2040	NA	201.213	27.4022558	4.421
321	2011_2040	NA	381.730	26.53160823	4.188
322	2011_2040	NA	269.293	26.62404474	3.796
323	2011_2040	NA	54.575	26.66658002	3.893
324	2011_2040	NA	26.228	27.02028688	4.716
325	2011_2040	NA	3.196	27.84448468	5.631
326	2011_2040	NA	4.060	27.13120256	5.746
327	2011_2040	NA	10.792	30.3082961	5.961
328	2011_2040	NA	22.482	29.9894396	5.847
329	2011_2040	NA	320.504	28.38457081	4.603
330	2011_2040	NA	506.217	27.38756725	4.160
331	2011_2040	NA	220.841	28.17262923	4.278
332	2011_2040	NA	657.159	28.23996004	4.421
333	2011_2040	NA	700.371	27.10664259	4.188
334	2011_2040	NA	495.085	26.78005023	3.796
335	2011_2040	NA	104.356	26.93523921	3.893
336	2011_2040	NA	22.535	27.25232847	4.716
337	2011_2040	NA	1.495	27.55886715	5.631
338	2011_2040	NA	2.977	27.15772955	5.746
339	2011_2040	NA	5.141	30.54286628	5.961
340	2011_2040	NA	13.416	29.97451104	5.847
341	2011_2040	NA	139.817	28.38783636	4.603
342	2011_2040	NA	441.692	27.2646258	4.160
343	2011_2040	NA	375.216	27.42482978	4.278
344	2011_2040	NA	442.307	27.18269303	4.421
345	2011_2040	NA	429.257	26.7116075	4.188
346	2011_2040	NA	319.147	26.40635738	3.796
347	2011_2040	NA	222.090	26.86011161	3.893
348	2011_2040	NA	42.917	27.04664571	4.716
349	2011_2040	NA	3.522	27.59317361	5.631
350	2011_2040	NA	2.332	27.4135023	5.746
351	2011_2040	NA	10.093	30.88710891	5.961
352	2011_2040	NA	51.972	29.8429201	5.847
353	2011_2040	NA	221.037	28.13083617	4.603
354	2011_2040	NA	206.423	26.64884197	4.160
355	2011_2040	NA	243.988	27.32162672	4.278
356	2011_2040	NA	290.802	27.29939625	4.421
357	2011_2040	NA	348.236	26.51235853	4.188
358	2011_2040	NA	411.515	26.68350484	3.796
359	2011_2040	NA	202.189	27.06508079	3.893
360	2011_2040	NA	34.395	27.45793389	4.716
