SEQ	CLASS	Qmm	P	T	E
117	2071_2100	NA	385.557	27.360	4.117
118	2071_2100	NA	391.956	27.194	3.722
119	2071_2100	NA	203.762	27.230	3.969
120	2071_2100	NA	37.925	28.114	4.752
121	2071_2100	NA	14.893	28.509	5.530
122	2071_2100	NA	14.742	28.106	5.695
123	2071_2100	NA	6.608	31.344	5.928
124	2071_2100	NA	96.107	30.697	6.027
125	2071_2100	NA	277.051	29.104	5.063
126	2071_2100	NA	281.030	27.928	4.150
127	2071_2100	NA	110.543	28.699	4.381
128	2071_2100	NA	297.114	28.620	4.396
129	2071_2100	NA	527.799	27.375	4.117
130	2071_2100	NA	524.911	27.464	3.722
131	2071_2100	NA	120.002	27.505	3.969
132	2071_2100	NA	12.371	27.744	4.752
133	2071_2100	NA	29.246	28.381	5.530
134	2071_2100	NA	6.865	27.998	5.695
135	2071_2100	NA	7.358	31.102	5.928
136	2071_2100	NA	66.183	30.573	6.027
137	2071_2100	NA	302.405	29.204	5.063
138	2071_2100	NA	234.704	27.896	4.150
139	2071_2100	NA	110.275	27.905	4.381
140	2071_2100	NA	210.612	28.258	4.396
141	2071_2100	NA	248.511	27.795	4.117
142	2071_2100	NA	240.311	26.889	3.722
143	2071_2100	NA	222.222	27.469	3.969
144	2071_2100	NA	59.309	27.757	4.752
145	2071_2100	NA	4.519	27.879	5.530
146	2071_2100	NA	7.745	27.655	5.695
147	2071_2100	NA	11.515	30.620	5.928
148	2071_2100	NA	68.848	30.504	6.027
149	2071_2100	NA	283.490	29.106	5.063
150	2071_2100	NA	482.461	27.771	4.150
151	2071_2100	NA	272.223	28.489	4.381
152	2071_2100	NA	458.918	27.710	4.396
153	2071_2100	NA	429.253	27.726	4.117
154	2071_2100	NA	463.346	27.349	3.722
155	2071_2100	NA	179.880	27.384	3.969
156	2071_2100	NA	19.759	28.257	4.752
157	2071_2100	NA	13.795	28.194	5.530
158	2071_2100	NA	8.717	27.956	5.695
159	2071_2100	NA	16.541	31.258	5.928
160	2071_2100	NA	47.363	31.089	6.027
161	2071_2100	NA	335.499	28.982	5.063
162	2071_2100	NA	361.013	28.282	4.150
163	2071_2100	NA	152.842	28.617	4.381
164	2071_2100	NA	263.760	28.213	4.396
165	2071_2100	NA	488.239	27.302	4.117
166	2071_2100	NA	324.215	26.967	3.722
167	2071_2100	NA	111.572	26.966	3.969
168	2071_2100	NA	26.823	27.285	4.752
169	2071_2100	NA	5.881	27.438	5.530
170	2071_2100	NA	6.129	27.412	5.695
171	2071_2100	NA	9.193	30.451	5.928
172	2071_2100	NA	32.737	30.291	6.027
173	2071_2100	NA	262.821	28.685	5.063
174	2071_2100	NA	271.725	27.127	4.150
175	2071_2100	NA	206.011	27.558	4.381
176	2071_2100	NA	296.519	27.375	4.396
177	2071_2100	NA	416.603	26.321	4.117
178	2071_2100	NA	395.369	26.485	3.722
179	2071_2100	NA	418.798	26.480	3.969
180	2071_2100	NA	31.321	27.138	4.752
181	2071_2100	NA	5.825	27.332	5.530
182	2071_2100	NA	7.185	27.371	5.695
183	2071_2100	NA	10.040	30.269	5.928
184	2071_2100	NA	65.485	29.779	6.027
185	2071_2100	NA	201.968	27.958	5.063
186	2071_2100	NA	412.158	26.789	4.150
187	2071_2100	NA	123.946	27.549	4.381
188	2071_2100	NA	164.143	26.947	4.396
189	2071_2100	NA	177.876	27.410	4.117
190	2071_2100	NA	369.169	26.833	3.722
191	2071_2100	NA	179.642	27.536	3.969
192	2071_2100	NA	20.517	27.699	4.752
193	2071_2100	NA	1.979	27.741	5.530
194	2071_2100	NA	3.395	27.200	5.695
195	2071_2100	NA	5.593	30.408	5.928
196	2071_2100	NA	49.967	29.683	6.027
197	2071_2100	NA	194.845	29.242	5.063
198	2071_2100	NA	248.134	28.242	4.150
199	2071_2100	NA	146.792	28.713	4.381
200	2071_2100	NA	248.218	28.923	4.396
201	2071_2100	NA	353.063	28.112	4.117
202	2071_2100	NA	347.637	27.985	3.722
203	2071_2100	NA	173.174	28.166	3.969
204	2071_2100	NA	18.064	28.334	4.752
205	2071_2100	NA	3.464	28.314	5.530
206	2071_2100	NA	6.581	28.264	5.695
207	2071_2100	NA	28.234	31.202	5.928
208	2071_2100	NA	54.478	31.189	6.027
209	2071_2100	NA	436.415	29.460	5.063
210	2071_2100	NA	225.632	28.076	4.150
211	2071_2100	NA	233.062	28.899	4.381
212	2071_2100	NA	282.052	28.264	4.396
213	2071_2100	NA	367.548	27.793	4.117
214	2071_2100	NA	384.257	27.742	3.722
215	2071_2100	NA	113.532	27.608	3.969
216	2071_2100	NA	55.146	27.786	4.752
217	2071_2100	NA	2.711	28.221	5.530
218	2071_2100	NA	5.445	27.459	5.695
219	2071_2100	NA	5.252	31.038	5.928
220	2071_2100	NA	199.491	30.323	6.027
221	2071_2100	NA	237.653	29.254	5.063
222	2071_2100	NA	300.363	27.597	4.150
223	2071_2100	NA	175.950	27.536	4.381
224	2071_2100	NA	289.724	27.164	4.396
225	2071_2100	NA	481.142	26.719	4.117
226	2071_2100	NA	398.004	26.263	3.722
227	2071_2100	NA	136.567	27.128	3.969
228	2071_2100	NA	47.848	27.323	4.752
229	2071_2100	NA	3.557	27.343	5.530
230	2071_2100	NA	9.674	27.451	5.695
231	2071_2100	NA	5.805	30.518	5.928
232	2071_2100	NA	59.088	30.393	6.027
233	2071_2100	NA	241.987	29.141	5.063
234	2071_2100	NA	241.565	27.495	4.150
235	2071_2100	NA	263.498	27.690	4.381
236	2071_2100	NA	223.729	27.668	4.396
237	2071_2100	NA	361.412	26.751	4.117
238	2071_2100	NA	555.403	26.999	3.722
239	2071_2100	NA	257.028	26.947	3.969
240	2071_2100	NA	15.572	27.444	4.752
241	2071_2100	NA	4.718	27.732	5.530
242	2071_2100	NA	4.723	27.861	5.695
243	2071_2100	NA	26.964	30.955	5.928
244	2071_2100	NA	84.705	30.293	6.027
245	2071_2100	NA	460.439	28.561	5.063
246	2071_2100	NA	486.561	27.647	4.150
247	2071_2100	NA	217.976	28.303	4.381
248	2071_2100	NA	372.022	28.430	4.396
249	2071_2100	NA	311.783	27.394	4.117
250	2071_2100	NA	403.004	27.377	3.722
251	2071_2100	NA	182.103	27.300	3.969
252	2071_2100	NA	50.564	27.667	4.752
253	2071_2100	NA	20.261	28.011	5.530
254	2071_2100	NA	5.995	27.857	5.695
255	2071_2100	NA	18.848	31.175	5.928
256	2071_2100	NA	69.744	30.339	6.027
257	2071_2100	NA	513.064	29.164	5.063
258	2071_2100	NA	272.350	28.277	4.150
259	2071_2100	NA	128.650	28.930	4.381
260	2071_2100	NA	89.167	28.297	4.396
261	2071_2100	NA	281.841	28.237	4.117
262	2071_2100	NA	229.848	27.366	3.722
263	2071_2100	NA	97.302	27.360	3.969
264	2071_2100	NA	23.068	27.924	4.752
265	2071_2100	NA	4.056	28.400	5.530
266	2071_2100	NA	30.044	28.174	5.695
267	2071_2100	NA	27.534	31.637	5.928
268	2071_2100	NA	49.129	31.226	6.027
269	2071_2100	NA	146.809	29.117	5.063
270	2071_2100	NA	285.676	27.855	4.150
271	2071_2100	NA	195.037	28.375	4.381
272	2071_2100	NA	243.632	28.214	4.396
273	2071_2100	NA	345.114	27.656	4.117
274	2071_2100	NA	393.638	27.421	3.722
275	2071_2100	NA	261.441	27.254	3.969
276	2071_2100	NA	71.295	27.711	4.752
277	2071_2100	NA	4.190	28.121	5.530
278	2071_2100	NA	26.763	27.788	5.695
279	2071_2100	NA	23.325	30.913	5.928
280	2071_2100	NA	74.363	30.479	6.027
281	2071_2100	NA	230.233	28.493	5.063
282	2071_2100	NA	302.514	27.209	4.150
283	2071_2100	NA	331.683	27.495	4.381
284	2071_2100	NA	233.435	27.610	4.396
285	2071_2100	NA	405.301	26.789	4.117
286	2071_2100	NA	301.645	26.896	3.722
287	2071_2100	NA	144.153	26.516	3.969
288	2071_2100	NA	16.494	27.381	4.752
289	2071_2100	NA	3.208	27.583	5.530
290	2071_2100	NA	5.696	27.283	5.695
291	2071_2100	NA	4.818	30.791	5.928
292	2071_2100	NA	110.453	30.231	6.027
293	2071_2100	NA	190.442	29.247	5.063
294	2071_2100	NA	316.327	28.015	4.150
295	2071_2100	NA	200.900	28.013	4.381
296	2071_2100	NA	242.227	27.942	4.396
297	2071_2100	NA	241.325	27.512	4.117
298	2071_2100	NA	378.399	26.892	3.722
299	2071_2100	NA	168.321	26.861	3.969
300	2071_2100	NA	15.801	27.834	4.752
301	2071_2100	NA	9.244	28.160	5.530
302	2071_2100	NA	6.166	27.863	5.695
303	2071_2100	NA	12.564	30.880	5.928
304	2071_2100	NA	42.248	30.605	6.027
305	2071_2100	NA	342.982	29.072	5.063
306	2071_2100	NA	333.982	27.761	4.150
307	2071_2100	NA	109.189	27.849	4.381
308	2071_2100	NA	227.007	27.601	4.396
309	2071_2100	NA	226.134	27.276	4.117
310	2071_2100	NA	366.808	26.478	3.722
311	2071_2100	NA	101.451	26.750	3.969
312	2071_2100	NA	21.480	27.367	4.752
313	2071_2100	NA	1.471	27.314	5.530
314	2071_2100	NA	2.607	27.156	5.695
315	2071_2100	NA	16.260	30.621	5.928
316	2071_2100	NA	79.260	30.077	6.027
317	2071_2100	NA	233.522	28.824	5.063
318	2071_2100	NA	253.376	27.404	4.150
319	2071_2100	NA	404.258	28.356	4.381
320	2071_2100	NA	176.359	27.845	4.396
321	2071_2100	NA	332.679	26.933	4.117
322	2071_2100	NA	275.666	26.887	3.722
323	2071_2100	NA	74.434	27.281	3.969
324	2071_2100	NA	14.727	27.556	4.752
325	2071_2100	NA	3.090	27.863	5.530
326	2071_2100	NA	4.040	27.140	5.695
327	2071_2100	NA	10.324	30.463	5.928
328	2071_2100	NA	30.608	30.059	6.027
329	2071_2100	NA	328.688	28.725	5.063
330	2071_2100	NA	508.330	27.647	4.150
331	2071_2100	NA	180.847	28.234	4.381
332	2071_2100	NA	632.305	28.510	4.396
333	2071_2100	NA	651.320	27.875	4.117
334	2071_2100	NA	501.459	27.164	3.722
335	2071_2100	NA	124.215	27.442	3.969
336	2071_2100	NA	11.034	28.056	4.752
337	2071_2100	NA	1.390	28.262	5.530
338	2071_2100	NA	2.956	27.551	5.695
339	2071_2100	NA	4.673	31.051	5.928
340	2071_2100	NA	21.542	30.230	6.027
341	2071_2100	NA	148.001	28.092	5.063
342	2071_2100	NA	443.806	27.417	4.150
343	2071_2100	NA	335.222	27.043	4.381
344	2071_2100	NA	417.453	26.808	4.396
345	2071_2100	NA	380.206	26.349	4.117
346	2071_2100	NA	325.520	26.096	3.722
347	2071_2100	NA	241.949	26.639	3.969
348	2071_2100	NA	31.416	27.178	4.752
349	2071_2100	NA	3.417	27.344	5.530
350	2071_2100	NA	2.312	27.146	5.695
351	2071_2100	NA	9.626	30.656	5.928
352	2071_2100	NA	60.098	29.364	6.027
353	2071_2100	NA	229.221	27.706	5.063
354	2071_2100	NA	208.536	26.499	4.150
355	2071_2100	NA	203.994	27.436	4.381
356	2071_2100	NA	265.948	27.092	4.396
357	2071_2100	NA	299.185	26.086	4.117
358	2071_2100	NA	417.889	26.249	3.722
359	2071_2100	NA	222.049	27.088	3.969
360	2071_2100	NA	22.894	27.742	4.752
