SEQ	CLASS	Qmm	P	T	E
46	2041_2070	NA	453.116	27.241	3.750
47	2041_2070	NA	138.125	27.393	3.930
48	2041_2070	NA	58.781	27.766	4.766
49	2041_2070	NA	19.759	28.289	5.597
50	2041_2070	NA	10.361	27.895	5.886
51	2041_2070	NA	12.342	31.421	6.072
52	2041_2070	NA	14.085	31.081	5.999
53	2041_2070	NA	221.105	30.331	4.832
54	2041_2070	NA	271.376	28.357	4.074
55	2041_2070	NA	166.829	28.745	4.348
56	2041_2070	NA	222.682	28.437	4.146
57	2041_2070	NA	380.176	27.073	3.985
58	2041_2070	NA	289.473	27.435	3.750
59	2041_2070	NA	160.311	27.464	3.930
60	2041_2070	NA	56.031	27.560	4.766
61	2041_2070	NA	26.033	27.687	5.597
62	2041_2070	NA	20.086	27.430	5.886
63	2041_2070	NA	28.058	30.846	6.072
64	2041_2070	NA	81.117	31.169	5.999
65	2041_2070	NA	467.560	29.555	4.832
66	2041_2070	NA	360.061	28.252	4.074
67	2041_2070	NA	321.736	28.707	4.348
68	2041_2070	NA	290.404	28.905	4.146
69	2041_2070	NA	304.934	28.398	3.985
70	2041_2070	NA	469.807	27.900	3.750
71	2041_2070	NA	128.063	28.364	3.930
72	2041_2070	NA	101.982	28.667	4.766
73	2041_2070	NA	19.934	29.136	5.597
74	2041_2070	NA	22.689	28.798	5.886
75	2041_2070	NA	11.134	31.655	6.072
76	2041_2070	NA	90.252	30.760	5.999
77	2041_2070	NA	119.830	29.970	4.832
78	2041_2070	NA	314.604	29.419	4.074
79	2041_2070	NA	204.853	29.739	4.348
80	2041_2070	NA	256.902	29.427	4.146
81	2041_2070	NA	502.170	28.852	3.985
82	2041_2070	NA	350.052	28.617	3.750
83	2041_2070	NA	173.570	28.484	3.930
84	2041_2070	NA	113.391	29.047	4.766
85	2041_2070	NA	15.369	29.657	5.597
86	2041_2070	NA	29.404	29.060	5.886
87	2041_2070	NA	17.305	32.028	6.072
88	2041_2070	NA	41.326	31.686	5.999
89	2041_2070	NA	406.224	30.451	4.832
90	2041_2070	NA	379.554	28.708	4.074
91	2041_2070	NA	214.782	29.285	4.348
92	2041_2070	NA	204.493	28.830	4.146
93	2041_2070	NA	317.438	28.155	3.985
94	2041_2070	NA	435.534	28.166	3.750
95	2041_2070	NA	284.890	28.421	3.930
96	2041_2070	NA	77.940	28.831	4.766
97	2041_2070	NA	18.746	29.108	5.597
98	2041_2070	NA	4.572	29.056	5.886
99	2041_2070	NA	44.822	32.077	6.072
100	2041_2070	NA	96.171	31.147	5.999
101	2041_2070	NA	185.282	29.351	4.832
102	2041_2070	NA	278.898	28.109	4.074
103	2041_2070	NA	108.638	28.398	4.348
104	2041_2070	NA	451.809	27.731	4.146
105	2041_2070	NA	445.439	27.699	3.985
106	2041_2070	NA	860.445	27.863	3.750
107	2041_2070	NA	204.736	28.203	3.930
108	2041_2070	NA	82.843	28.814	4.766
109	2041_2070	NA	14.589	28.804	5.597
110	2041_2070	NA	9.218	28.693	5.886
111	2041_2070	NA	70.413	31.939	6.072
112	2041_2070	NA	76.968	31.433	5.999
113	2041_2070	NA	246.272	30.273	4.832
114	2041_2070	NA	226.845	28.953	4.074
115	2041_2070	NA	278.955	28.801	4.348
116	2041_2070	NA	381.986	28.707	4.146
117	2041_2070	NA	418.920	27.605	3.985
118	2041_2070	NA	399.110	27.691	3.750
119	2041_2070	NA	224.190	28.211	3.930
120	2041_2070	NA	61.739	28.625	4.766
121	2041_2070	NA	14.765	28.997	5.597
122	2041_2070	NA	13.523	28.609	5.886
123	2041_2070	NA	7.071	31.763	6.072
124	2041_2070	NA	87.555	30.829	5.999
125	2041_2070	NA	234.725	30.128	4.832
126	2041_2070	NA	240.714	29.129	4.074
127	2041_2070	NA	101.153	29.304	4.348
128	2041_2070	NA	296.045	29.112	4.146
129	2041_2070	NA	561.162	27.886	3.985
130	2041_2070	NA	532.064	27.974	3.750
131	2041_2070	NA	140.430	28.254	3.930
132	2041_2070	NA	36.185	28.589	4.766
133	2041_2070	NA	29.117	29.340	5.597
134	2041_2070	NA	5.645	28.720	5.886
135	2041_2070	NA	7.821	31.995	6.072
136	2041_2070	NA	57.631	31.287	5.999
137	2041_2070	NA	260.079	30.359	4.832
138	2041_2070	NA	194.388	28.933	4.074
139	2041_2070	NA	100.885	29.240	4.348
140	2041_2070	NA	209.544	28.736	4.146
141	2041_2070	NA	281.873	28.765	3.985
142	2041_2070	NA	247.464	27.483	3.750
143	2041_2070	NA	242.650	27.630	3.930
144	2041_2070	NA	83.123	28.400	4.766
145	2041_2070	NA	4.391	28.775	5.597
146	2041_2070	NA	6.526	28.300	5.886
147	2041_2070	NA	11.978	31.532	6.072
148	2041_2070	NA	60.296	31.287	5.999
149	2041_2070	NA	241.164	30.106	4.832
150	2041_2070	NA	442.145	28.683	4.074
151	2041_2070	NA	262.833	29.740	4.348
152	2041_2070	NA	457.849	29.486	4.146
153	2041_2070	NA	462.616	28.973	3.985
154	2041_2070	NA	470.500	28.121	3.750
155	2041_2070	NA	200.308	28.453	3.930
156	2041_2070	NA	43.573	28.949	4.766
157	2041_2070	NA	13.666	29.119	5.597
158	2041_2070	NA	7.498	28.796	5.886
159	2041_2070	NA	17.005	32.220	6.072
160	2041_2070	NA	38.811	31.906	5.999
161	2041_2070	NA	293.173	29.896	4.832
162	2041_2070	NA	320.697	29.164	4.074
163	2041_2070	NA	143.452	29.580	4.348
164	2041_2070	NA	262.691	29.079	4.146
165	2041_2070	NA	521.602	28.849	3.985
166	2041_2070	NA	331.369	27.975	3.750
167	2041_2070	NA	132.000	28.231	3.930
168	2041_2070	NA	50.637	28.794	4.766
169	2041_2070	NA	5.753	29.141	5.597
170	2041_2070	NA	4.909	28.686	5.886
171	2041_2070	NA	9.656	31.517	6.072
172	2041_2070	NA	24.185	31.233	5.999
173	2041_2070	NA	220.495	29.997	4.832
174	2041_2070	NA	231.409	28.715	4.074
175	2041_2070	NA	196.621	29.389	4.348
176	2041_2070	NA	295.451	28.888	4.146
177	2041_2070	NA	449.966	28.288	3.985
178	2041_2070	NA	402.523	27.571	3.750
179	2041_2070	NA	439.226	27.588	3.930
180	2041_2070	NA	55.135	28.279	4.766
181	2041_2070	NA	5.697	28.353	5.597
182	2041_2070	NA	5.965	28.218	5.886
183	2041_2070	NA	10.503	31.292	6.072
184	2041_2070	NA	56.933	31.188	5.999
185	2041_2070	NA	159.642	29.172	4.832
186	2041_2070	NA	371.842	28.062	4.074
187	2041_2070	NA	114.556	28.382	4.348
188	2041_2070	NA	163.075	28.052	4.146
189	2041_2070	NA	211.239	27.840	3.985
190	2041_2070	NA	376.323	27.735	3.750
191	2041_2070	NA	200.070	28.302	3.930
192	2041_2070	NA	44.332	28.398	4.766
193	2041_2070	NA	1.850	28.238	5.597
194	2041_2070	NA	2.175	27.811	5.886
195	2041_2070	NA	6.057	31.257	6.072
196	2041_2070	NA	41.415	30.633	5.999
197	2041_2070	NA	152.519	30.081	4.832
198	2041_2070	NA	207.817	29.106	4.074
199	2041_2070	NA	137.402	29.348	4.348
200	2041_2070	NA	247.150	29.156	4.146
201	2041_2070	NA	386.426	28.666	3.985
202	2041_2070	NA	354.790	28.244	3.750
203	2041_2070	NA	193.602	28.535	3.930
204	2041_2070	NA	41.878	28.762	4.766
205	2041_2070	NA	3.336	28.934	5.597
206	2041_2070	NA	5.361	28.879	5.886
207	2041_2070	NA	28.697	31.686	6.072
208	2041_2070	NA	45.926	31.728	5.999
209	2041_2070	NA	394.089	30.760	4.832
210	2041_2070	NA	185.316	30.099	4.074
211	2041_2070	NA	223.672	30.194	4.348
212	2041_2070	NA	280.983	30.311	4.146
213	2041_2070	NA	400.911	29.608	3.985
214	2041_2070	NA	391.411	29.087	3.750
215	2041_2070	NA	133.960	29.514	3.930
216	2041_2070	NA	78.960	29.744	4.766
217	2041_2070	NA	2.583	29.993	5.597
218	2041_2070	NA	4.225	29.055	5.886
219	2041_2070	NA	5.715	32.494	6.072
220	2041_2070	NA	190.940	32.184	5.999
221	2041_2070	NA	195.327	31.654	4.832
222	2041_2070	NA	260.046	30.127	4.074
223	2041_2070	NA	166.560	29.845	4.348
224	2041_2070	NA	288.656	29.755	4.146
225	2041_2070	NA	514.505	28.921	3.985
226	2041_2070	NA	405.158	28.623	3.750
227	2041_2070	NA	156.994	29.025	3.930
228	2041_2070	NA	71.662	29.149	4.766
229	2041_2070	NA	3.429	29.199	5.597
230	2041_2070	NA	8.454	29.018	5.886
231	2041_2070	NA	6.269	32.201	6.072
232	2041_2070	NA	50.536	31.971	5.999
233	2041_2070	NA	199.661	30.783	4.832
234	2041_2070	NA	201.249	29.597	4.074
235	2041_2070	NA	254.108	30.158	4.348
236	2041_2070	NA	222.660	29.090	4.146
237	2041_2070	NA	394.775	28.357	3.985
238	2041_2070	NA	562.556	28.321	3.750
239	2041_2070	NA	277.456	28.242	3.930
240	2041_2070	NA	39.386	28.987	4.766
241	2041_2070	NA	4.590	29.086	5.597
242	2041_2070	NA	3.503	29.113	5.886
243	2041_2070	NA	27.428	32.114	6.072
244	2041_2070	NA	76.153	31.324	5.999
245	2041_2070	NA	418.113	30.915	4.832
246	2041_2070	NA	446.245	29.390	4.074
247	2041_2070	NA	208.586	29.239	4.348
248	2041_2070	NA	370.954	29.152	4.146
249	2041_2070	NA	345.145	28.446	3.985
250	2041_2070	NA	410.158	28.673	3.750
251	2041_2070	NA	202.531	28.360	3.930
252	2041_2070	NA	74.379	29.077	4.766
253	2041_2070	NA	20.132	29.489	5.597
254	2041_2070	NA	4.775	28.866	5.886
255	2041_2070	NA	19.311	32.366	6.072
256	2041_2070	NA	61.193	31.196	5.999
257	2041_2070	NA	470.738	30.298	4.832
258	2041_2070	NA	232.034	29.022	4.074
259	2041_2070	NA	119.260	29.266	4.348
260	2041_2070	NA	88.099	28.897	4.146
261	2041_2070	NA	315.204	29.060	3.985
262	2041_2070	NA	237.002	28.335	3.750
263	2041_2070	NA	117.730	28.582	3.930
264	2041_2070	NA	46.882	29.006	4.766
265	2041_2070	NA	3.927	29.649	5.597
266	2041_2070	NA	28.824	29.223	5.886
267	2041_2070	NA	27.997	32.639	6.072
268	2041_2070	NA	40.577	32.472	5.999
269	2041_2070	NA	104.483	30.863	4.832
270	2041_2070	NA	245.359	29.689	4.074
271	2041_2070	NA	185.647	30.444	4.348
272	2041_2070	NA	242.564	30.148	4.146
273	2041_2070	NA	378.477	29.157	3.985
274	2041_2070	NA	400.792	28.907	3.750
275	2041_2070	NA	281.869	28.282	3.930
276	2041_2070	NA	95.109	28.895	4.766
277	2041_2070	NA	4.061	29.511	5.597
278	2041_2070	NA	25.544	28.900	5.886
279	2041_2070	NA	23.788	32.402	6.072
280	2041_2070	NA	65.811	32.197	5.999
281	2041_2070	NA	187.907	29.917	4.832
282	2041_2070	NA	262.197	29.374	4.074
283	2041_2070	NA	322.293	29.325	4.348
284	2041_2070	NA	232.367	29.598	4.146
285	2041_2070	NA	438.664	28.990	3.985
286	2041_2070	NA	308.799	28.732	3.750
287	2041_2070	NA	164.581	28.468	3.930
288	2041_2070	NA	40.308	28.916	4.766
289	2041_2070	NA	3.079	29.219	5.597
290	2041_2070	NA	4.476	28.849	5.886
291	2041_2070	NA	5.282	32.474	6.072
292	2041_2070	NA	101.901	32.049	5.999
293	2041_2070	NA	148.116	30.503	4.832
294	2041_2070	NA	276.011	29.299	4.074
295	2041_2070	NA	191.510	29.865	4.348
296	2041_2070	NA	241.159	29.716	4.146
297	2041_2070	NA	274.688	28.848	3.985
298	2041_2070	NA	385.553	28.412	3.750
299	2041_2070	NA	188.749	28.754	3.930
300	2041_2070	NA	39.616	29.233	4.766
301	2041_2070	NA	9.116	29.654	5.597
302	2041_2070	NA	4.946	29.315	5.886
303	2041_2070	NA	13.028	32.484	6.072
304	2041_2070	NA	33.696	31.965	5.999
305	2041_2070	NA	300.656	30.330	4.832
306	2041_2070	NA	293.666	29.287	4.074
307	2041_2070	NA	99.799	29.520	4.348
308	2041_2070	NA	225.939	28.900	4.146
309	2041_2070	NA	259.497	28.378	3.985
310	2041_2070	NA	373.962	27.477	3.750
311	2041_2070	NA	121.879	28.139	3.930
312	2041_2070	NA	45.295	28.620	4.766
313	2041_2070	NA	1.343	28.816	5.597
314	2041_2070	NA	1.387	28.550	5.886
315	2041_2070	NA	16.723	32.019	6.072
316	2041_2070	NA	70.708	31.368	5.999
317	2041_2070	NA	191.196	30.629	4.832
318	2041_2070	NA	213.060	29.440	4.074
319	2041_2070	NA	394.867	29.576	4.348
320	2041_2070	NA	175.291	29.370	4.146
321	2041_2070	NA	366.042	28.760	3.985
322	2041_2070	NA	282.820	28.442	3.750
323	2041_2070	NA	94.862	28.300	3.930
324	2041_2070	NA	38.541	28.784	4.766
325	2041_2070	NA	2.962	29.197	5.597
326	2041_2070	NA	2.820	28.876	5.886
327	2041_2070	NA	10.788	32.598	6.072
328	2041_2070	NA	22.056	32.065	5.999
329	2041_2070	NA	286.362	31.199	4.832
330	2041_2070	NA	468.014	30.123	4.074
331	2041_2070	NA	171.457	30.395	4.348
332	2041_2070	NA	631.237	30.643	4.146
333	2041_2070	NA	684.682	29.511	3.985
334	2041_2070	NA	508.612	28.646	3.750
335	2041_2070	NA	144.643	29.043	3.930
336	2041_2070	NA	34.848	29.704	4.766
337	2041_2070	NA	1.261	29.805	5.597
338	2041_2070	NA	1.737	29.307	5.886
339	2041_2070	NA	5.137	32.596	6.072
340	2041_2070	NA	12.990	32.081	5.999
341	2041_2070	NA	105.675	30.288	4.832
342	2041_2070	NA	403.490	29.289	4.074
343	2041_2070	NA	325.832	29.146	4.348
344	2041_2070	NA	416.385	28.808	4.146
345	2041_2070	NA	413.569	28.165	3.985
346	2041_2070	NA	332.674	27.771	3.750
347	2041_2070	NA	262.377	28.214	3.930
348	2041_2070	NA	55.230	28.617	4.766
349	2041_2070	NA	3.288	28.742	5.597
350	2041_2070	NA	1.092	28.858	5.886
351	2041_2070	NA	10.089	32.478	6.072
352	2041_2070	NA	51.546	31.499	5.999
353	2041_2070	NA	186.895	29.797	4.832
354	2041_2070	NA	168.220	28.483	4.074
355	2041_2070	NA	194.604	29.501	4.348
356	2041_2070	NA	264.880	29.326	4.146
357	2041_2070	NA	332.547	28.407	3.985
358	2041_2070	NA	425.042	28.282	3.750
359	2041_2070	NA	242.477	28.381	3.930
360	2041_2070	NA	46.708	29.132	4.766
