SEQ	CLASS	Qmm	P	T	E
204	2041_2070	NA	8.610	28.399	4.877
205	2041_2070	NA	4.159	29.109	5.619
206	2041_2070	NA	4.678	28.822	5.761
207	2041_2070	NA	26.293	31.464	5.925
208	2041_2070	NA	44.183	31.290	5.895
209	2041_2070	NA	434.396	30.059	4.525
210	2041_2070	NA	210.526	29.040	3.975
211	2041_2070	NA	237.504	28.642	4.160
212	2041_2070	NA	291.104	28.309	4.060
213	2041_2070	NA	402.609	27.778	3.863
214	2041_2070	NA	411.509	27.661	3.807
215	2041_2070	NA	87.856	28.111	4.037
216	2041_2070	NA	45.692	28.392	4.877
217	2041_2070	NA	3.407	28.944	5.619
218	2041_2070	NA	3.542	28.085	5.761
219	2041_2070	NA	3.311	31.381	5.925
220	2041_2070	NA	189.197	30.929	5.895
221	2041_2070	NA	235.634	30.479	4.525
222	2041_2070	NA	285.256	28.317	3.975
223	2041_2070	NA	180.393	28.770	4.160
224	2041_2070	NA	298.776	28.201	4.060
225	2041_2070	NA	516.203	27.148	3.863
226	2041_2070	NA	425.256	26.548	3.807
227	2041_2070	NA	110.891	27.342	4.037
228	2041_2070	NA	38.394	27.906	4.877
229	2041_2070	NA	4.253	28.158	5.619
230	2041_2070	NA	7.771	27.758	5.761
231	2041_2070	NA	3.865	30.959	5.925
232	2041_2070	NA	48.793	30.443	5.895
233	2041_2070	NA	239.968	28.602	4.525
234	2041_2070	NA	226.459	27.455	3.975
235	2041_2070	NA	267.941	28.075	4.160
236	2041_2070	NA	232.781	27.989	4.060
237	2041_2070	NA	396.472	27.088	3.863
238	2041_2070	NA	582.655	27.327	3.807
239	2041_2070	NA	231.352	27.394	4.037
240	2041_2070	NA	6.118	28.428	4.877
241	2041_2070	NA	5.414	28.525	5.619
242	2041_2070	NA	2.821	28.502	5.761
243	2041_2070	NA	25.024	31.034	5.925
244	2041_2070	NA	74.410	30.607	5.895
245	2041_2070	NA	458.420	29.928	4.525
246	2041_2070	NA	471.455	28.349	3.975
247	2041_2070	NA	222.418	28.845	4.160
248	2041_2070	NA	381.074	28.614	4.060
249	2041_2070	NA	346.843	27.915	3.863
250	2041_2070	NA	430.256	27.539	3.807
251	2041_2070	NA	156.427	27.648	4.037
252	2041_2070	NA	41.110	28.544	4.877
253	2041_2070	NA	20.956	28.670	5.619
254	2041_2070	NA	4.092	28.373	5.761
255	2041_2070	NA	16.907	31.700	5.925
256	2041_2070	NA	59.450	30.666	5.895
257	2041_2070	NA	511.046	29.872	4.525
258	2041_2070	NA	257.244	29.331	3.975
259	2041_2070	NA	133.092	29.838	4.160
260	2041_2070	NA	98.219	29.396	4.060
261	2041_2070	NA	316.902	28.957	3.863
262	2041_2070	NA	257.100	27.967	3.807
263	2041_2070	NA	71.626	28.308	4.037
264	2041_2070	NA	13.614	29.005	4.877
265	2041_2070	NA	4.751	29.443	5.619
266	2041_2070	NA	28.141	28.973	5.761
267	2041_2070	NA	25.593	32.070	5.925
268	2041_2070	NA	38.834	31.737	5.895
269	2041_2070	NA	144.791	29.919	4.525
270	2041_2070	NA	270.569	28.696	3.975
271	2041_2070	NA	199.480	29.291	4.160
272	2041_2070	NA	252.684	28.749	4.060
273	2041_2070	NA	380.175	27.924	3.863
274	2041_2070	NA	420.890	28.204	3.807
275	2041_2070	NA	235.765	27.454	4.037
276	2041_2070	NA	61.841	28.138	4.877
277	2041_2070	NA	4.885	28.732	5.619
278	2041_2070	NA	24.861	28.809	5.761
279	2041_2070	NA	21.384	31.552	5.925
280	2041_2070	NA	64.068	30.901	5.895
281	2041_2070	NA	228.214	29.329	4.525
282	2041_2070	NA	287.407	27.820	3.975
283	2041_2070	NA	336.126	27.641	4.160
284	2041_2070	NA	242.487	27.780	4.060
285	2041_2070	NA	440.362	26.980	3.863
286	2041_2070	NA	328.897	27.716	3.807
287	2041_2070	NA	118.477	27.463	4.037
288	2041_2070	NA	7.040	27.933	4.877
289	2041_2070	NA	3.903	28.224	5.619
290	2041_2070	NA	3.793	28.269	5.761
291	2041_2070	NA	2.878	31.201	5.925
292	2041_2070	NA	100.159	30.747	5.895
293	2041_2070	NA	188.423	29.400	4.525
294	2041_2070	NA	301.221	28.074	3.975
295	2041_2070	NA	205.343	28.764	4.160
296	2041_2070	NA	251.279	28.403	4.060
297	2041_2070	NA	276.385	27.996	3.863
298	2041_2070	NA	405.651	27.637	3.807
299	2041_2070	NA	142.645	27.484	4.037
300	2041_2070	NA	6.347	28.504	4.877
301	2041_2070	NA	9.940	28.736	5.619
302	2041_2070	NA	4.264	28.805	5.761
303	2041_2070	NA	10.624	31.823	5.925
304	2041_2070	NA	31.953	31.465	5.895
305	2041_2070	NA	340.964	30.191	4.525
306	2041_2070	NA	318.876	28.426	3.975
307	2041_2070	NA	113.631	28.504	4.160
308	2041_2070	NA	236.059	28.164	4.060
309	2041_2070	NA	261.194	27.574	3.863
310	2041_2070	NA	394.060	27.052	3.807
311	2041_2070	NA	75.775	26.896	4.037
312	2041_2070	NA	12.026	27.787	4.877
313	2041_2070	NA	2.167	28.184	5.619
314	2041_2070	NA	0.705	27.971	5.761
315	2041_2070	NA	14.319	31.037	5.925
316	2041_2070	NA	68.965	30.307	5.895
317	2041_2070	NA	231.503	28.478	4.525
318	2041_2070	NA	238.270	27.184	3.975
319	2041_2070	NA	408.700	27.561	4.160
320	2041_2070	NA	185.411	27.901	4.060
321	2041_2070	NA	367.740	27.274	3.863
322	2041_2070	NA	302.918	27.250	3.807
323	2041_2070	NA	48.758	27.197	4.037
324	2041_2070	NA	5.273	27.927	4.877
325	2041_2070	NA	3.786	28.370	5.619
326	2041_2070	NA	2.138	27.758	5.761
327	2041_2070	NA	8.384	30.779	5.925
328	2041_2070	NA	20.314	30.651	5.895
329	2041_2070	NA	326.669	29.702	4.525
330	2041_2070	NA	493.224	29.250	3.975
331	2041_2070	NA	185.290	29.830	4.160
332	2041_2070	NA	641.357	29.745	4.060
333	2041_2070	NA	686.380	28.555	3.863
334	2041_2070	NA	528.710	27.843	3.807
335	2041_2070	NA	98.539	27.879	4.037
336	2041_2070	NA	1.580	28.731	4.877
337	2041_2070	NA	2.085	28.896	5.619
338	2041_2070	NA	1.054	28.356	5.761
339	2041_2070	NA	2.733	31.362	5.925
340	2041_2070	NA	11.248	30.904	5.895
341	2041_2070	NA	145.982	30.003	4.525
342	2041_2070	NA	428.700	28.800	3.975
343	2041_2070	NA	339.665	28.956	4.160
344	2041_2070	NA	426.505	29.078	4.060
345	2041_2070	NA	415.266	27.918	3.863
346	2041_2070	NA	352.772	27.398	3.807
347	2041_2070	NA	216.273	27.977	4.037
348	2041_2070	NA	21.962	28.327	4.877
349	2041_2070	NA	4.112	28.418	5.619
350	2041_2070	NA	0.409	28.268	5.761
351	2041_2070	NA	7.685	31.704	5.925
352	2041_2070	NA	49.804	31.190	5.895
353	2041_2070	NA	227.202	29.206	4.525
354	2041_2070	NA	193.430	27.754	3.975
355	2041_2070	NA	208.437	28.235	4.160
356	2041_2070	NA	275.000	28.088	4.060
357	2041_2070	NA	334.245	26.924	3.863
358	2041_2070	NA	445.140	26.995	3.807
359	2041_2070	NA	196.373	27.623	4.037
360	2041_2070	NA	13.440	28.457	4.877
