SEQ	CLASS	Qmm	P	T	E
73	2011_2040	NA	19.332	28.445	5.562
74	2011_2040	NA	23.306	28.018	5.770
75	2011_2040	NA	9.650	30.740	5.999
76	2011_2040	NA	91.770	30.135	5.925
77	2011_2040	NA	170.209	28.246	4.726
78	2011_2040	NA	369.926	27.358	3.973
79	2011_2040	NA	265.202	27.480	4.307
80	2011_2040	NA	314.172	26.645	4.414
81	2011_2040	NA	533.090	26.622	4.281
82	2011_2040	NA	343.852	26.735	3.867
83	2011_2040	NA	111.147	26.820	4.026
84	2011_2040	NA	99.579	26.893	4.792
85	2011_2040	NA	14.768	27.824	5.562
86	2011_2040	NA	30.020	27.625	5.770
87	2011_2040	NA	15.821	30.649	5.999
88	2011_2040	NA	42.844	30.180	5.925
89	2011_2040	NA	456.604	28.836	4.726
90	2011_2040	NA	434.876	27.157	3.973
91	2011_2040	NA	275.131	27.454	4.307
92	2011_2040	NA	261.763	27.401	4.414
93	2011_2040	NA	348.358	26.800	4.281
94	2011_2040	NA	429.334	26.513	3.867
95	2011_2040	NA	222.466	26.958	4.026
96	2011_2040	NA	64.128	27.608	4.792
97	2011_2040	NA	18.145	27.678	5.562
98	2011_2040	NA	5.189	27.684	5.770
99	2011_2040	NA	43.338	30.733	5.999
100	2011_2040	NA	97.689	30.084	5.925
101	2011_2040	NA	235.662	28.512	4.726
102	2011_2040	NA	334.220	27.250	3.973
103	2011_2040	NA	168.987	27.509	4.307
104	2011_2040	NA	509.079	27.066	4.414
105	2011_2040	NA	476.359	26.587	4.281
106	2011_2040	NA	854.244	26.771	3.867
107	2011_2040	NA	142.313	27.005	4.026
108	2011_2040	NA	69.032	27.449	4.792
109	2011_2040	NA	13.988	27.748	5.562
110	2011_2040	NA	9.834	27.480	5.770
111	2011_2040	NA	68.928	30.879	5.999
112	2011_2040	NA	78.486	30.075	5.925
113	2011_2040	NA	296.652	28.492	4.726
114	2011_2040	NA	282.166	27.348	3.973
115	2011_2040	NA	339.304	28.033	4.307
116	2011_2040	NA	439.256	27.362	4.414
117	2011_2040	NA	449.840	26.668	4.281
118	2011_2040	NA	392.910	26.718	3.867
119	2011_2040	NA	161.767	27.400	4.026
120	2011_2040	NA	47.928	27.876	4.792
121	2011_2040	NA	14.164	28.443	5.562
122	2011_2040	NA	14.139	27.854	5.770
123	2011_2040	NA	5.587	31.240	5.999
124	2011_2040	NA	89.073	29.950	5.925
125	2011_2040	NA	285.104	28.556	4.726
126	2011_2040	NA	296.035	26.978	3.973
127	2011_2040	NA	161.502	27.727	4.307
128	2011_2040	NA	353.315	27.675	4.414
129	2011_2040	NA	592.082	26.851	4.281
130	2011_2040	NA	525.864	26.898	3.867
131	2011_2040	NA	78.006	27.282	4.026
132	2011_2040	NA	22.374	27.472	4.792
133	2011_2040	NA	28.516	27.945	5.562
134	2011_2040	NA	6.262	27.560	5.770
135	2011_2040	NA	6.337	30.702	5.999
136	2011_2040	NA	59.149	29.424	5.925
137	2011_2040	NA	310.459	27.784	4.726
138	2011_2040	NA	249.709	26.489	3.973
139	2011_2040	NA	161.234	26.628	4.307
140	2011_2040	NA	266.814	26.943	4.414
141	2011_2040	NA	312.793	26.670	4.281
142	2011_2040	NA	241.264	26.166	3.867
143	2011_2040	NA	180.227	26.707	4.026
144	2011_2040	NA	69.312	26.933	4.792
145	2011_2040	NA	3.790	27.752	5.562
146	2011_2040	NA	7.142	27.170	5.770
147	2011_2040	NA	10.494	30.684	5.999
148	2011_2040	NA	61.814	30.239	5.925
149	2011_2040	NA	291.543	28.314	4.726
150	2011_2040	NA	497.467	27.064	3.973
151	2011_2040	NA	323.182	27.578	4.307
152	2011_2040	NA	515.119	27.068	4.414
153	2011_2040	NA	493.536	26.624	4.281
154	2011_2040	NA	464.300	26.591	3.867
155	2011_2040	NA	137.885	27.257	4.026
156	2011_2040	NA	29.762	27.498	4.792
157	2011_2040	NA	13.065	27.770	5.562
158	2011_2040	NA	8.114	27.528	5.770
159	2011_2040	NA	15.520	30.840	5.999
160	2011_2040	NA	40.330	30.520	5.925
161	2011_2040	NA	343.553	28.477	4.726
162	2011_2040	NA	376.019	27.542	3.973
163	2011_2040	NA	203.801	28.062	4.307
164	2011_2040	NA	319.961	27.437	4.414
165	2011_2040	NA	552.522	27.055	4.281
166	2011_2040	NA	325.169	26.529	3.867
167	2011_2040	NA	69.576	27.101	4.026
168	2011_2040	NA	36.826	27.354	4.792
169	2011_2040	NA	5.152	27.642	5.562
170	2011_2040	NA	5.526	27.547	5.770
171	2011_2040	NA	8.172	30.370	5.999
172	2011_2040	NA	25.703	30.173	5.925
173	2011_2040	NA	270.874	28.018	4.726
174	2011_2040	NA	286.730	26.836	3.973
175	2011_2040	NA	256.970	27.272	4.307
176	2011_2040	NA	352.721	26.419	4.414
177	2011_2040	NA	480.886	26.381	4.281
178	2011_2040	NA	396.323	26.075	3.867
179	2011_2040	NA	376.803	26.299	4.026
180	2011_2040	NA	41.323	26.896	4.792
181	2011_2040	NA	5.096	27.129	5.562
182	2011_2040	NA	6.582	26.765	5.770
183	2011_2040	NA	9.019	29.541	5.999
184	2011_2040	NA	58.452	29.178	5.925
185	2011_2040	NA	210.022	26.297	4.726
186	2011_2040	NA	427.163	25.847	3.973
187	2011_2040	NA	174.905	26.288	4.307
188	2011_2040	NA	220.344	26.345	4.414
189	2011_2040	NA	242.159	26.115	4.281
190	2011_2040	NA	370.123	25.519	3.867
191	2011_2040	NA	137.647	26.803	4.026
192	2011_2040	NA	30.520	27.030	4.792
193	2011_2040	NA	1.249	27.223	5.562
194	2011_2040	NA	2.791	26.716	5.770
195	2011_2040	NA	4.573	30.087	5.999
196	2011_2040	NA	42.934	29.669	5.925
197	2011_2040	NA	202.898	27.939	4.726
198	2011_2040	NA	263.139	26.814	3.973
199	2011_2040	NA	197.751	27.081	4.307
200	2011_2040	NA	304.420	26.797	4.414
201	2011_2040	NA	417.346	26.232	4.281
202	2011_2040	NA	348.590	26.645	3.867
203	2011_2040	NA	131.178	27.503	4.026
204	2011_2040	NA	28.067	27.655	4.792
205	2011_2040	NA	2.734	28.122	5.562
206	2011_2040	NA	5.977	27.809	5.770
207	2011_2040	NA	27.213	30.572	5.999
208	2011_2040	NA	47.444	29.377	5.925
209	2011_2040	NA	444.469	28.133	4.726
210	2011_2040	NA	240.637	27.282	3.973
211	2011_2040	NA	284.021	27.677	4.307
212	2011_2040	NA	338.253	27.273	4.414
213	2011_2040	NA	431.831	26.979	4.281
214	2011_2040	NA	385.211	26.594	3.867
215	2011_2040	NA	71.536	27.125	4.026
216	2011_2040	NA	65.149	27.381	4.792
217	2011_2040	NA	1.982	27.712	5.562
218	2011_2040	NA	4.841	27.294	5.770
219	2011_2040	NA	4.231	30.637	5.999
220	2011_2040	NA	192.458	30.067	5.925
221	2011_2040	NA	245.706	28.981	4.726
222	2011_2040	NA	315.368	27.464	3.973
223	2011_2040	NA	226.909	27.512	4.307
224	2011_2040	NA	345.925	27.148	4.414
225	2011_2040	NA	545.425	26.081	4.281
226	2011_2040	NA	398.958	26.024	3.867
227	2011_2040	NA	94.571	26.676	4.026
228	2011_2040	NA	57.851	27.377	4.792
229	2011_2040	NA	2.828	27.263	5.562
230	2011_2040	NA	9.071	26.978	5.770
231	2011_2040	NA	4.785	30.310	5.999
232	2011_2040	NA	52.054	30.064	5.925
233	2011_2040	NA	250.041	28.034	4.726
234	2011_2040	NA	256.571	26.876	3.973
235	2011_2040	NA	314.457	27.124	4.307
236	2011_2040	NA	279.930	27.059	4.414
237	2011_2040	NA	425.695	25.968	4.281
238	2011_2040	NA	556.356	26.691	3.867
239	2011_2040	NA	215.033	26.553	4.026
240	2011_2040	NA	25.575	27.582	4.792
241	2011_2040	NA	3.989	27.674	5.562
242	2011_2040	NA	4.120	27.947	5.770
243	2011_2040	NA	25.944	30.623	5.999
244	2011_2040	NA	77.671	29.818	5.925
245	2011_2040	NA	468.493	28.699	4.726
246	2011_2040	NA	501.566	27.561	3.973
247	2011_2040	NA	268.935	27.678	4.307
248	2011_2040	NA	428.224	27.517	4.414
249	2011_2040	NA	376.065	27.173	4.281
250	2011_2040	NA	403.957	26.894	3.867
251	2011_2040	NA	140.107	27.109	4.026
252	2011_2040	NA	60.567	27.549	4.792
253	2011_2040	NA	19.531	28.047	5.562
254	2011_2040	NA	5.391	27.591	5.770
255	2011_2040	NA	17.827	30.494	5.999
256	2011_2040	NA	62.711	29.908	5.925
257	2011_2040	NA	521.118	28.943	4.726
258	2011_2040	NA	287.355	28.036	3.973
259	2011_2040	NA	179.609	28.217	4.307
260	2011_2040	NA	145.368	28.319	4.414
261	2011_2040	NA	346.124	28.111	4.281
262	2011_2040	NA	230.801	27.037	3.867
263	2011_2040	NA	55.306	27.520	4.026
264	2011_2040	NA	33.071	28.155	4.792
265	2011_2040	NA	3.326	28.704	5.562
266	2011_2040	NA	29.440	28.443	5.770
267	2011_2040	NA	26.513	31.862	5.999
268	2011_2040	NA	42.095	31.713	5.925
269	2011_2040	NA	154.863	29.859	4.726
270	2011_2040	NA	300.681	27.626	3.973
271	2011_2040	NA	245.996	27.933	4.307
272	2011_2040	NA	299.834	27.860	4.414
273	2011_2040	NA	409.397	26.929	4.281
274	2011_2040	NA	394.591	27.339	3.867
275	2011_2040	NA	219.445	27.057	4.026
276	2011_2040	NA	81.298	27.212	4.792
277	2011_2040	NA	3.460	27.862	5.562
278	2011_2040	NA	26.160	27.592	5.770
279	2011_2040	NA	22.304	30.674	5.999
280	2011_2040	NA	67.329	30.137	5.925
281	2011_2040	NA	238.286	28.197	4.726
282	2011_2040	NA	317.519	26.766	3.973
283	2011_2040	NA	382.642	26.858	4.307
284	2011_2040	NA	289.637	26.942	4.414
285	2011_2040	NA	469.584	26.614	4.281
286	2011_2040	NA	302.599	26.605	3.867
287	2011_2040	NA	102.158	26.938	4.026
288	2011_2040	NA	26.497	27.284	4.792
289	2011_2040	NA	2.478	27.683	5.562
290	2011_2040	NA	5.092	27.549	5.770
291	2011_2040	NA	3.798	30.719	5.999
292	2011_2040	NA	103.420	30.254	5.925
293	2011_2040	NA	198.495	28.148	4.726
294	2011_2040	NA	331.332	27.166	3.973
295	2011_2040	NA	251.859	27.344	4.307
296	2011_2040	NA	298.429	27.242	4.414
297	2011_2040	NA	305.608	26.483	4.281
298	2011_2040	NA	379.352	26.387	3.867
299	2011_2040	NA	126.325	26.933	4.026
300	2011_2040	NA	25.804	27.206	4.792
301	2011_2040	NA	8.515	27.918	5.562
302	2011_2040	NA	5.563	27.342	5.770
303	2011_2040	NA	11.544	30.468	5.999
304	2011_2040	NA	35.214	30.024	5.925
305	2011_2040	NA	351.036	28.762	4.726
306	2011_2040	NA	348.987	27.410	3.973
307	2011_2040	NA	160.148	27.218	4.307
308	2011_2040	NA	283.209	26.790	4.414
309	2011_2040	NA	290.417	26.739	4.281
310	2011_2040	NA	367.762	26.272	3.867
311	2011_2040	NA	59.455	27.299	4.026
312	2011_2040	NA	31.483	27.555	4.792
313	2011_2040	NA	0.742	27.880	5.562
314	2011_2040	NA	2.004	27.528	5.770
315	2011_2040	NA	15.239	31.045	5.999
316	2011_2040	NA	72.226	30.030	5.925
317	2011_2040	NA	241.576	28.703	4.726
318	2011_2040	NA	268.381	27.456	3.973
319	2011_2040	NA	455.216	27.837	4.307
320	2011_2040	NA	232.561	27.518	4.414
321	2011_2040	NA	396.962	27.098	4.281
322	2011_2040	NA	276.620	26.684	3.867
323	2011_2040	NA	32.439	26.934	4.026
324	2011_2040	NA	24.730	27.285	4.792
325	2011_2040	NA	2.361	27.987	5.562
326	2011_2040	NA	3.437	27.470	5.770
327	2011_2040	NA	9.304	30.659	5.999
328	2011_2040	NA	23.574	30.289	5.925
329	2011_2040	NA	336.742	28.839	4.726
330	2011_2040	NA	523.336	27.630	3.973
331	2011_2040	NA	231.806	28.137	4.307
332	2011_2040	NA	688.507	27.978	4.414
333	2011_2040	NA	715.602	27.543	4.281
334	2011_2040	NA	502.412	26.704	3.867
335	2011_2040	NA	82.220	27.257	4.026
336	2011_2040	NA	21.037	27.671	4.792
337	2011_2040	NA	0.660	28.159	5.562
338	2011_2040	NA	2.353	27.742	5.770
339	2011_2040	NA	3.653	30.959	5.999
340	2011_2040	NA	14.508	29.740	5.925
341	2011_2040	NA	156.054	27.815	4.726
342	2011_2040	NA	458.811	26.981	3.973
343	2011_2040	NA	386.181	26.861	4.307
344	2011_2040	NA	473.655	26.068	4.414
345	2011_2040	NA	444.489	26.019	4.281
346	2011_2040	NA	326.474	26.158	3.867
347	2011_2040	NA	199.954	26.519	4.026
348	2011_2040	NA	41.419	26.781	4.792
349	2011_2040	NA	2.687	27.268	5.562
350	2011_2040	NA	1.708	26.898	5.770
351	2011_2040	NA	8.605	30.717	5.999
352	2011_2040	NA	53.065	29.715	5.925
353	2011_2040	NA	237.274	28.071	4.726
354	2011_2040	NA	223.542	26.459	3.973
355	2011_2040	NA	254.953	27.097	4.307
356	2011_2040	NA	322.149	26.930	4.414
357	2011_2040	NA	363.467	25.984	4.281
358	2011_2040	NA	418.842	26.216	3.867
359	2011_2040	NA	180.053	26.894	4.026
360	2011_2040	NA	32.897	27.423	4.792
