SEQ	CLASS	Qmm	P	T	E
135	2041_2070	NA	6.266	31.433	6.16565438
136	2041_2070	NA	65.104	30.568	5.953779243
137	2041_2070	NA	310.815	28.801	5.054499935
138	2041_2070	NA	244.076	27.782	4.239412292
139	2041_2070	NA	135.442	27.775	4.46136026
140	2041_2070	NA	225.275	27.903	4.423650041
141	2041_2070	NA	286.981	27.659	4.219758068
142	2041_2070	NA	234.084	26.920	3.863711562
143	2041_2070	NA	234.781	27.166	3.8851484
144	2041_2070	NA	88.239	27.535	4.667971247
145	2041_2070	NA	7.398	27.998	5.859323143
146	2041_2070	NA	6.441	27.299	6.008392727
147	2041_2070	NA	10.423	30.544	6.16565438
148	2041_2070	NA	67.769	30.190	5.953779243
149	2041_2070	NA	291.900	29.075	5.054499935
150	2041_2070	NA	491.833	27.733	4.239412292
151	2041_2070	NA	297.390	28.358	4.46136026
152	2041_2070	NA	473.581	27.836	4.423650041
153	2041_2070	NA	467.724	27.855	4.219758068
154	2041_2070	NA	457.119	27.118	3.863711562
155	2041_2070	NA	192.439	27.793	3.8851484
156	2041_2070	NA	48.689	28.253	4.667971247
157	2041_2070	NA	16.673	27.860	5.859323143
158	2041_2070	NA	7.413	28.006	6.008392727
159	2041_2070	NA	15.449	31.375	6.16565438
160	2041_2070	NA	46.285	31.121	5.953779243
161	2041_2070	NA	343.909	29.456	5.054499935
162	2041_2070	NA	370.385	28.166	4.239412292
163	2041_2070	NA	178.009	29.023	4.46136026
164	2041_2070	NA	278.423	27.913	4.423650041
165	2041_2070	NA	526.709	27.717	4.219758068
166	2041_2070	NA	317.988	27.269	3.863711562
167	2041_2070	NA	124.130	27.146	3.8851484
168	2041_2070	NA	55.754	27.699	4.667971247
169	2041_2070	NA	8.760	27.868	5.859323143
170	2041_2070	NA	4.824	27.581	6.008392727
171	2041_2070	NA	8.101	30.141	6.16565438
172	2041_2070	NA	31.658	30.313	5.953779243
173	2041_2070	NA	271.231	28.694	5.054499935
174	2041_2070	NA	281.097	27.714	4.239412292
175	2041_2070	NA	231.178	27.853	4.46136026
176	2041_2070	NA	311.183	27.454	4.423650041
177	2041_2070	NA	455.073	27.054	4.219758068
178	2041_2070	NA	389.142	26.731	3.863711562
179	2041_2070	NA	431.357	27.094	3.8851484
180	2041_2070	NA	60.251	27.553	4.667971247
181	2041_2070	NA	8.704	27.848	5.859323143
182	2041_2070	NA	5.880	27.757	6.008392727
183	2041_2070	NA	8.948	30.532	6.16565438
184	2041_2070	NA	64.407	30.072	5.953779243
185	2041_2070	NA	210.378	28.187	5.054499935
186	2041_2070	NA	421.530	27.407	4.239412292
187	2041_2070	NA	149.113	27.632	4.46136026
188	2041_2070	NA	178.806	27.540	4.423650041
189	2041_2070	NA	216.347	27.153	4.219758068
190	2041_2070	NA	362.942	26.825	3.863711562
191	2041_2070	NA	192.201	27.604	3.8851484
192	2041_2070	NA	49.448	27.610	4.667971247
193	2041_2070	NA	4.857	27.994	5.859323143
194	2041_2070	NA	2.090	27.463	6.008392727
195	2041_2070	NA	4.501	30.601	6.16565438
196	2041_2070	NA	48.889	29.830	5.953779243
197	2041_2070	NA	203.255	28.533	5.054499935
198	2041_2070	NA	257.506	27.515	4.239412292
199	2041_2070	NA	171.959	28.216	4.46136026
200	2041_2070	NA	262.882	27.799	4.423650041
201	2041_2070	NA	391.534	27.103	4.219758068
202	2041_2070	NA	341.410	26.861	3.863711562
203	2041_2070	NA	185.732	27.603	3.8851484
204	2041_2070	NA	46.994	27.783	4.667971247
205	2041_2070	NA	6.343	27.815	5.859323143
206	2041_2070	NA	5.276	27.840	6.008392727
207	2041_2070	NA	27.142	30.841	6.16565438
208	2041_2070	NA	53.399	30.075	5.953779243
209	2041_2070	NA	444.826	28.834	5.054499935
210	2041_2070	NA	235.004	27.847	4.239412292
211	2041_2070	NA	258.229	27.778	4.46136026
212	2041_2070	NA	296.715	27.593	4.423650041
213	2041_2070	NA	406.019	27.386	4.219758068
214	2041_2070	NA	378.030	26.769	3.863711562
215	2041_2070	NA	126.091	27.511	3.8851484
216	2041_2070	NA	84.076	27.627	4.667971247
217	2041_2070	NA	5.590	27.898	5.859323143
218	2041_2070	NA	4.140	27.460	6.008392727
219	2041_2070	NA	4.160	31.007	6.16565438
220	2041_2070	NA	198.413	30.807	5.953779243
221	2041_2070	NA	246.063	29.712	5.054499935
222	2041_2070	NA	309.735	28.007	4.239412292
223	2041_2070	NA	201.117	28.659	4.46136026
224	2041_2070	NA	304.387	28.738	4.423650041
225	2041_2070	NA	519.613	27.635	4.219758068
226	2041_2070	NA	391.777	27.062	3.863711562
227	2041_2070	NA	149.125	28.099	3.8851484
228	2041_2070	NA	76.778	28.342	4.667971247
229	2041_2070	NA	6.436	28.260	5.859323143
230	2041_2070	NA	8.369	27.711	6.008392727
231	2041_2070	NA	4.714	31.336	6.16565438
232	2041_2070	NA	58.009	30.698	5.953779243
233	2041_2070	NA	250.397	29.083	5.054499935
234	2041_2070	NA	250.937	28.423	4.239412292
235	2041_2070	NA	288.665	28.464	4.46136026
236	2041_2070	NA	238.392	28.283	4.423650041
237	2041_2070	NA	399.882	27.740	4.219758068
238	2041_2070	NA	549.176	27.991	3.863711562
239	2041_2070	NA	269.587	27.241	3.8851484
240	2041_2070	NA	44.502	28.455	4.667971247
241	2041_2070	NA	7.597	28.107	5.859323143
242	2041_2070	NA	3.418	28.125	6.008392727
243	2041_2070	NA	25.872	31.296	6.16565438
244	2041_2070	NA	83.626	30.717	5.953779243
245	2041_2070	NA	468.849	29.822	5.054499935
246	2041_2070	NA	495.933	28.229	4.239412292
247	2041_2070	NA	243.143	28.657	4.46136026
248	2041_2070	NA	386.685	28.754	4.423650041
249	2041_2070	NA	350.253	27.850	4.219758068
250	2041_2070	NA	396.777	27.263	3.863711562
251	2041_2070	NA	194.661	27.314	3.8851484
252	2041_2070	NA	79.495	28.051	4.667971247
253	2041_2070	NA	23.139	28.700	5.859323143
254	2041_2070	NA	4.690	27.904	6.008392727
255	2041_2070	NA	17.756	31.270	6.16565438
256	2041_2070	NA	68.666	30.088	5.953779243
257	2041_2070	NA	521.475	28.893	5.054499935
258	2041_2070	NA	281.722	28.340	4.239412292
259	2041_2070	NA	153.817	28.223	4.46136026
260	2041_2070	NA	103.830	28.212	4.423650041
261	2041_2070	NA	320.312	28.142	4.219758068
262	2041_2070	NA	223.621	27.247	3.863711562
263	2041_2070	NA	109.860	27.442	3.8851484
264	2041_2070	NA	51.999	27.873	4.667971247
265	2041_2070	NA	6.934	28.525	5.859323143
266	2041_2070	NA	28.739	27.983	6.008392727
267	2041_2070	NA	26.442	31.500	6.16565438
268	2041_2070	NA	48.050	31.316	5.953779243
269	2041_2070	NA	155.220	29.433	5.054499935
270	2041_2070	NA	295.048	27.821	4.239412292
271	2041_2070	NA	220.204	28.301	4.46136026
272	2041_2070	NA	258.295	27.915	4.423650041
273	2041_2070	NA	383.584	26.952	4.219758068
274	2041_2070	NA	387.411	26.931	3.863711562
275	2041_2070	NA	273.999	26.928	3.8851484
276	2041_2070	NA	100.226	27.407	4.667971247
277	2041_2070	NA	7.068	27.881	5.859323143
278	2041_2070	NA	25.459	27.378	6.008392727
279	2041_2070	NA	22.233	30.624	6.16565438
280	2041_2070	NA	73.284	30.258	5.953779243
281	2041_2070	NA	238.643	28.681	5.054499935
282	2041_2070	NA	311.885	27.125	4.239412292
283	2041_2070	NA	356.850	27.468	4.46136026
284	2041_2070	NA	248.099	27.758	4.423650041
285	2041_2070	NA	443.772	27.218	4.219758068
286	2041_2070	NA	295.418	26.922	3.863711562
287	2041_2070	NA	156.712	26.873	3.8851484
288	2041_2070	NA	45.424	27.314	4.667971247
289	2041_2070	NA	6.086	27.549	5.859323143
290	2041_2070	NA	4.391	27.346	6.008392727
291	2041_2070	NA	3.727	30.601	6.16565438
292	2041_2070	NA	109.375	30.487	5.953779243
293	2041_2070	NA	198.852	29.530	5.054499935
294	2041_2070	NA	325.699	27.901	4.239412292
295	2041_2070	NA	226.067	28.463	4.46136026
296	2041_2070	NA	256.890	28.583	4.423650041
297	2041_2070	NA	279.795	27.758	4.219758068
298	2041_2070	NA	372.172	27.369	3.863711562
299	2041_2070	NA	180.879	27.233	3.8851484
300	2041_2070	NA	44.732	27.711	4.667971247
301	2041_2070	NA	12.123	28.028	5.859323143
302	2041_2070	NA	4.861	28.143	6.008392727
303	2041_2070	NA	11.473	31.599	6.16565438
304	2041_2070	NA	41.169	31.098	5.953779243
305	2041_2070	NA	351.393	29.428	5.054499935
306	2041_2070	NA	343.354	28.184	4.239412292
307	2041_2070	NA	134.356	28.020	4.46136026
308	2041_2070	NA	241.670	28.102	4.423650041
309	2041_2070	NA	264.604	27.450	4.219758068
310	2041_2070	NA	360.581	27.064	3.863711562
311	2041_2070	NA	114.010	27.458	3.8851484
312	2041_2070	NA	50.411	27.552	4.667971247
313	2041_2070	NA	4.350	28.093	5.859323143
314	2041_2070	NA	1.302	27.900	6.008392727
315	2041_2070	NA	15.168	31.110	6.16565438
316	2041_2070	NA	78.181	30.486	5.953779243
317	2041_2070	NA	241.932	28.772	5.054499935
318	2041_2070	NA	262.748	27.145	4.239412292
319	2041_2070	NA	429.425	28.091	4.46136026
320	2041_2070	NA	191.023	28.187	4.423650041
321	2041_2070	NA	371.149	27.154	4.219758068
322	2041_2070	NA	269.439	26.880	3.863711562
323	2041_2070	NA	86.993	27.457	3.8851484
324	2041_2070	NA	43.657	27.609	4.667971247
325	2041_2070	NA	5.969	28.317	5.859323143
326	2041_2070	NA	2.735	27.486	6.008392727
327	2041_2070	NA	9.232	30.434	6.16565438
328	2041_2070	NA	29.529	30.214	5.953779243
329	2041_2070	NA	337.098	29.496	5.054499935
330	2041_2070	NA	517.702	28.044	4.239412292
331	2041_2070	NA	206.014	28.327	4.46136026
332	2041_2070	NA	646.968	28.610	4.423650041
333	2041_2070	NA	689.790	27.686	4.219758068
334	2041_2070	NA	495.231	26.828	3.863711562
335	2041_2070	NA	136.774	27.203	3.8851484
336	2041_2070	NA	39.965	27.402	4.667971247
337	2041_2070	NA	4.268	27.860	5.859323143
338	2041_2070	NA	1.652	27.624	6.008392727
339	2041_2070	NA	3.581	30.969	6.16565438
340	2041_2070	NA	20.463	30.178	5.953779243
341	2041_2070	NA	156.411	28.513	5.054499935
342	2041_2070	NA	453.178	27.608	4.239412292
343	2041_2070	NA	360.390	27.485	4.46136026
344	2041_2070	NA	432.116	27.470	4.423650041
345	2041_2070	NA	418.676	27.270	4.219758068
346	2041_2070	NA	319.293	26.661	3.863711562
347	2041_2070	NA	254.508	27.280	3.8851484
348	2041_2070	NA	60.346	27.636	4.667971247
349	2041_2070	NA	6.295	27.733	5.859323143
350	2041_2070	NA	1.007	27.443	6.008392727
351	2041_2070	NA	8.534	30.877	6.16565438
352	2041_2070	NA	59.020	30.076	5.953779243
353	2041_2070	NA	237.631	28.093	5.054499935
354	2041_2070	NA	217.908	26.521	4.239412292
355	2041_2070	NA	229.161	27.427	4.46136026
356	2041_2070	NA	280.611	27.231	4.423650041
357	2041_2070	NA	337.655	26.521	4.219758068
358	2041_2070	NA	411.662	26.726	3.863711562
359	2041_2070	NA	234.607	26.971	3.8851484
360	2041_2070	NA	51.824	27.433	4.667971247
