SEQ	CLASS	Qmm	P	T	E
135	2011_2040	NA	7.430	30.766	5.900
136	2011_2040	NA	59.634	30.206	5.772
137	2011_2040	NA	274.239	28.910	4.757
138	2011_2040	NA	223.048	27.392	4.150
139	2011_2040	NA	123.836	27.515	4.318
140	2011_2040	NA	218.502	27.715	4.292
141	2011_2040	NA	282.634	27.450	4.143
142	2011_2040	NA	229.352	27.179	3.937
143	2011_2040	NA	201.205	27.380	4.022
144	2011_2040	NA	69.870	27.677	4.703
145	2011_2040	NA	5.835	28.058	5.615
146	2011_2040	NA	7.551	27.571	5.730
147	2011_2040	NA	11.587	30.665	5.900
148	2011_2040	NA	62.299	30.501	5.772
149	2011_2040	NA	255.324	28.942	4.757
150	2011_2040	NA	470.805	27.177	4.150
151	2011_2040	NA	285.784	28.343	4.318
152	2011_2040	NA	466.807	27.800	4.292
153	2011_2040	NA	463.377	27.466	4.143
154	2011_2040	NA	452.388	26.966	3.937
155	2011_2040	NA	158.864	27.433	4.022
156	2011_2040	NA	30.320	27.750	4.703
157	2011_2040	NA	15.111	27.767	5.615
158	2011_2040	NA	8.523	27.720	5.730
159	2011_2040	NA	16.613	30.905	5.900
160	2011_2040	NA	40.815	31.000	5.772
161	2011_2040	NA	307.333	28.755	4.757
162	2011_2040	NA	349.357	27.879	4.150
163	2011_2040	NA	166.403	28.396	4.318
164	2011_2040	NA	271.649	28.256	4.292
165	2011_2040	NA	522.362	27.646	4.143
166	2011_2040	NA	313.257	27.362	3.937
167	2011_2040	NA	90.555	27.274	4.022
168	2011_2040	NA	37.384	27.629	4.703
169	2011_2040	NA	7.197	27.634	5.615
170	2011_2040	NA	5.935	27.529	5.730
171	2011_2040	NA	9.265	30.263	5.900
172	2011_2040	NA	26.188	30.066	5.772
173	2011_2040	NA	234.655	28.182	4.757
174	2011_2040	NA	260.068	27.211	4.150
175	2011_2040	NA	219.573	27.923	4.318
176	2011_2040	NA	304.409	27.547	4.292
177	2011_2040	NA	450.726	27.215	4.143
178	2011_2040	NA	384.411	26.533	3.937
179	2011_2040	NA	397.781	26.618	4.022
180	2011_2040	NA	41.882	27.105	4.703
181	2011_2040	NA	7.141	27.434	5.615
182	2011_2040	NA	6.991	27.125	5.730
183	2011_2040	NA	10.112	30.097	5.900
184	2011_2040	NA	58.937	30.063	5.772
185	2011_2040	NA	173.802	28.475	4.757
186	2011_2040	NA	400.502	27.486	4.150
187	2011_2040	NA	137.507	27.909	4.318
188	2011_2040	NA	172.033	27.980	4.292
189	2011_2040	NA	212.000	27.216	4.143
190	2011_2040	NA	358.211	26.274	3.937
191	2011_2040	NA	158.625	27.609	4.022
192	2011_2040	NA	31.079	27.493	4.703
193	2011_2040	NA	3.294	27.829	5.615
194	2011_2040	NA	3.201	27.456	5.730
195	2011_2040	NA	5.666	30.505	5.900
196	2011_2040	NA	43.419	30.380	5.772
197	2011_2040	NA	166.679	28.960	4.757
198	2011_2040	NA	236.477	27.661	4.150
199	2011_2040	NA	160.354	28.264	4.318
200	2011_2040	NA	256.108	27.865	4.292
201	2011_2040	NA	387.187	26.917	4.143
202	2011_2040	NA	336.678	27.079	3.937
203	2011_2040	NA	152.157	27.546	4.022
204	2011_2040	NA	28.625	27.477	4.703
205	2011_2040	NA	4.780	27.645	5.615
206	2011_2040	NA	6.387	27.740	5.730
207	2011_2040	NA	28.306	30.708	5.900
208	2011_2040	NA	47.929	30.599	5.772
209	2011_2040	NA	408.249	29.162	4.757
210	2011_2040	NA	213.976	28.662	4.150
211	2011_2040	NA	246.623	28.747	4.318
212	2011_2040	NA	289.941	28.616	4.292
213	2011_2040	NA	401.672	27.834	4.143
214	2011_2040	NA	373.299	27.526	3.937
215	2011_2040	NA	92.515	27.511	4.022
216	2011_2040	NA	65.707	27.795	4.703
217	2011_2040	NA	4.027	28.428	5.615
218	2011_2040	NA	5.251	27.620	5.730
219	2011_2040	NA	5.324	30.994	5.900
220	2011_2040	NA	192.943	30.627	5.772
221	2011_2040	NA	209.487	29.619	4.757
222	2011_2040	NA	288.706	27.705	4.150
223	2011_2040	NA	189.512	28.289	4.318
224	2011_2040	NA	297.614	28.006	4.292
225	2011_2040	NA	515.265	27.003	4.143
226	2011_2040	NA	387.046	26.902	3.937
227	2011_2040	NA	115.550	27.288	4.022
228	2011_2040	NA	58.409	27.015	4.703
229	2011_2040	NA	4.873	27.409	5.615
230	2011_2040	NA	9.480	27.059	5.730
231	2011_2040	NA	5.878	30.284	5.900
232	2011_2040	NA	52.539	29.737	5.772
233	2011_2040	NA	213.821	28.308	4.757
234	2011_2040	NA	229.909	26.752	4.150
235	2011_2040	NA	277.059	27.182	4.318
236	2011_2040	NA	231.619	26.784	4.292
237	2011_2040	NA	395.535	25.954	4.143
238	2011_2040	NA	544.444	26.792	3.937
239	2011_2040	NA	236.011	26.629	4.022
240	2011_2040	NA	26.133	27.585	4.703
241	2011_2040	NA	6.034	27.701	5.615
242	2011_2040	NA	4.529	27.429	5.730
243	2011_2040	NA	27.037	30.442	5.900
244	2011_2040	NA	78.156	29.677	5.772
245	2011_2040	NA	432.273	28.848	4.757
246	2011_2040	NA	474.905	27.354	4.150
247	2011_2040	NA	231.537	27.682	4.318
248	2011_2040	NA	379.912	27.564	4.292
249	2011_2040	NA	345.906	26.727	4.143
250	2011_2040	NA	392.046	26.685	3.937
251	2011_2040	NA	161.086	26.757	4.022
252	2011_2040	NA	61.126	27.217	4.703
253	2011_2040	NA	21.577	27.790	5.615
254	2011_2040	NA	5.801	27.585	5.730
255	2011_2040	NA	18.920	30.696	5.900
256	2011_2040	NA	63.196	30.196	5.772
257	2011_2040	NA	484.899	29.113	4.757
258	2011_2040	NA	260.694	28.172	4.150
259	2011_2040	NA	142.211	28.811	4.318
260	2011_2040	NA	97.057	28.604	4.292
261	2011_2040	NA	315.965	28.628	4.143
262	2011_2040	NA	218.890	27.400	3.937
263	2011_2040	NA	76.285	27.755	4.022
264	2011_2040	NA	33.629	28.056	4.703
265	2011_2040	NA	5.372	29.006	5.615
266	2011_2040	NA	29.849	28.275	5.730
267	2011_2040	NA	27.606	31.989	5.900
268	2011_2040	NA	42.580	31.818	5.772
269	2011_2040	NA	118.644	29.735	4.757
270	2011_2040	NA	274.019	28.596	4.150
271	2011_2040	NA	208.599	29.246	4.318
272	2011_2040	NA	251.522	28.997	4.292
273	2011_2040	NA	379.237	28.313	4.143
274	2011_2040	NA	382.680	28.599	3.937
275	2011_2040	NA	240.424	28.237	4.022
276	2011_2040	NA	81.856	28.929	4.703
277	2011_2040	NA	5.506	29.235	5.615
278	2011_2040	NA	26.569	28.855	5.730
279	2011_2040	NA	23.397	31.472	5.900
280	2011_2040	NA	67.814	30.830	5.772
281	2011_2040	NA	202.067	29.078	4.757
282	2011_2040	NA	290.857	28.460	4.150
283	2011_2040	NA	345.245	28.478	4.318
284	2011_2040	NA	241.325	28.566	4.292
285	2011_2040	NA	439.424	27.619	4.143
286	2011_2040	NA	290.687	27.128	3.937
287	2011_2040	NA	123.136	27.174	4.022
288	2011_2040	NA	27.055	27.454	4.703
289	2011_2040	NA	4.523	27.544	5.615
290	2011_2040	NA	5.502	27.582	5.730
291	2011_2040	NA	4.891	31.124	5.900
292	2011_2040	NA	103.905	30.189	5.772
293	2011_2040	NA	162.276	28.704	4.757
294	2011_2040	NA	304.671	27.048	4.150
295	2011_2040	NA	214.461	27.522	4.318
296	2011_2040	NA	250.117	27.487	4.292
297	2011_2040	NA	275.448	26.915	4.143
298	2011_2040	NA	367.440	26.552	3.937
299	2011_2040	NA	147.304	26.752	4.022
300	2011_2040	NA	26.363	27.446	4.703
301	2011_2040	NA	10.560	27.746	5.615
302	2011_2040	NA	5.972	27.737	5.730
303	2011_2040	NA	12.637	30.835	5.900
304	2011_2040	NA	35.699	30.432	5.772
305	2011_2040	NA	314.817	28.646	4.757
306	2011_2040	NA	322.326	27.374	4.150
307	2011_2040	NA	122.750	27.516	4.318
308	2011_2040	NA	234.897	27.017	4.292
309	2011_2040	NA	260.257	26.897	4.143
310	2011_2040	NA	355.850	26.603	3.937
311	2011_2040	NA	80.434	27.011	4.022
312	2011_2040	NA	32.042	27.536	4.703
313	2011_2040	NA	2.787	27.807	5.615
314	2011_2040	NA	2.413	27.602	5.730
315	2011_2040	NA	16.332	30.526	5.900
316	2011_2040	NA	72.711	29.691	5.772
317	2011_2040	NA	205.356	29.058	4.757
318	2011_2040	NA	241.720	27.700	4.150
319	2011_2040	NA	417.819	27.790	4.318
320	2011_2040	NA	184.249	27.971	4.292
321	2011_2040	NA	366.802	27.427	4.143
322	2011_2040	NA	264.708	27.127	3.937
323	2011_2040	NA	53.417	27.103	4.022
324	2011_2040	NA	25.288	27.602	4.703
325	2011_2040	NA	4.406	27.965	5.615
326	2011_2040	NA	3.846	27.502	5.730
327	2011_2040	NA	10.396	30.718	5.900
328	2011_2040	NA	24.060	30.324	5.772
329	2011_2040	NA	300.522	29.682	4.757
330	2011_2040	NA	496.674	29.435	4.150
331	2011_2040	NA	194.409	29.658	4.318
332	2011_2040	NA	640.195	29.578	4.292
333	2011_2040	NA	685.443	28.496	4.143
334	2011_2040	NA	490.500	27.683	3.937
335	2011_2040	NA	103.199	27.834	4.022
336	2011_2040	NA	21.595	28.346	4.703
337	2011_2040	NA	2.706	28.722	5.615
338	2011_2040	NA	2.762	28.607	5.730
339	2011_2040	NA	4.745	31.719	5.900
340	2011_2040	NA	14.994	30.553	5.772
341	2011_2040	NA	119.835	29.171	4.757
342	2011_2040	NA	432.150	28.372	4.150
343	2011_2040	NA	348.784	28.366	4.318
344	2011_2040	NA	425.343	28.015	4.292
345	2011_2040	NA	414.329	27.123	4.143
346	2011_2040	NA	314.562	27.105	3.937
347	2011_2040	NA	220.932	27.297	4.022
348	2011_2040	NA	41.977	27.743	4.703
349	2011_2040	NA	4.733	27.778	5.615
350	2011_2040	NA	2.117	27.688	5.730
351	2011_2040	NA	9.698	31.346	5.900
352	2011_2040	NA	53.550	30.532	5.772
353	2011_2040	NA	201.055	28.526	4.757
354	2011_2040	NA	196.880	26.950	4.150
355	2011_2040	NA	217.556	27.640	4.318
356	2011_2040	NA	273.838	27.532	4.292
357	2011_2040	NA	333.308	26.175	4.143
358	2011_2040	NA	406.930	26.818	3.937
359	2011_2040	NA	201.032	26.888	4.022
360	2011_2040	NA	33.455	27.579	4.703
